District,Project Name,Promoter Name,Certificate No.
Alappuzha,GJ LAVENDER,GJ PROPERTIES,K-RERA/PRJ/ALP/148/2024
Alappuzha,PURSUIT OF HAPPINESS,UNINEST DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ALP/053/2024
Alappuzha,ASSET NILAAVU,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ALP/044/2023
Alappuzha,PARVATHY RESIDENCY,PARVATHY RESIDENCY,K-RERA/PRJ/001/2022
Alappuzha,CAMELOT,APSTONE INFRASTRUCTURE Pvt Ltd,K-RERA/PRJ/135/2021
Alappuzha,SILPI MARIGOLD,SILPI PROJECTS,K-RERA/PRJ/ALP/035/2021
Alappuzha,NATE VENECIA,NATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/161/2021
Alappuzha,Venice Prestige,Venice Builders,K-RERA/PRJ/024/2021
Ernakulam,Prakriti Sattva,Prakriti Architects and Builders,K-RERA/PRJ/ERN/034/2025
Ernakulam,Green City,Mammen Paul,K-RERA/PRJ/ERN/033/2025
Ernakulam,POOJA ARCADE,PRAVEENKUMAR E A,K-RERA/PRJ/ERN/031/2025
Ernakulam,DD GREEN GARDENS,DESAI HOMES,K-RERA/PRJ/ERN/030/2025
Ernakulam,CLASSIC INDIAN EARTH,Classic Constructions,K-RERA/PRJ/ERN/025/2025
Ernakulam,JAIRAJ SANVI,JAIRAJ PROJECTS PRIVATE LIMITED,K-RERA/PRJ/ERN/022/2025
Ernakulam,OMG SOVEREIGN VILLAS EAST,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/ERN/021/2025
Ernakulam,TRINITY ESTILLA,GREEN LEAF BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/018/2025
Ernakulam,ROYAL CASTLE,DEODATE BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/017/2025
Ernakulam,THE TOUCH,NOEL VILLAS AND APARTMENTS,K-RERA/PRJ/ERN/016/2025
Ernakulam,CASA AVENTIS,Level 100 Realty Pvt Ltd,K-RERA/PRJ/ERN/015/2025
Ernakulam,SOPHIA NEST,Joyce George,K-RERA/PRJ/ERN/009/2025
Ernakulam,HEAVEN HONOUR,MEGHA HABITATS LLP,K-RERA/PRJ/ERN/006/2025
Ernakulam,THE FEATHER,NOEL VILLAS AND APARTMENTS,K-RERA/PRJ/ERN/253/2024
Ernakulam,SFS SONG OF NIGHTINGALE,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/249/2024
Ernakulam,Elyssium,Level 100 Realty Pvt Ltd,K-RERA/PRJ/ERN/247/2024
Ernakulam,Orchid Village,Paul Poulose Eapen,K-RERA/PRJ/ERN/245/2024
Ernakulam,LOTUS CHENNAS ARCADE,VEDAPURI LOTUS PROPERTIES PVT LTD,K-RERA/PRJ/ERN/240/2024
Ernakulam,ASIAN GLORY,ASIAN DEVELOPERS,K-RERA/PRJ/ERN/239/2024
Ernakulam,Krishna Tower,Praphulla Chandran,K-RERA/PRJ/ERN/238/2024
Ernakulam,BHANU BHAVAN BY VARMA,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/237/2024
Ernakulam,Providence Surabhi,Providence Lifespace,K-RERA/PRJ/ERN/233/2024
Ernakulam,QUEENS GATEWAY BY VARMA,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/226/2024
Ernakulam,Abad Tanzeel Green,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/225/2024
Ernakulam,VASUDHA,P GOPALAKRISHNAN,K-RERA/PRJ/ERN/221/2024
Ernakulam,GLORIAG APARTMENTS,GEORGE THEKKEL AUGUSTINE,K-RERA/PRJ/ERN/219/2024
Ernakulam,TRINITY NOVA,TRINITY ARCADE PVT LTD,K-RERA/PRJ/ERN/218/2024
Ernakulam,GREHA FIVE ELEMENTS,GREHA HOMES PVT LTD,K-RERA/PRJ/ERN/212/2024
Ernakulam,ASSET JGT ANANDA MALIKA,ASSET JGT PRIVATE LIMITED,K-RERA/PRJ/ERN/203/2024
Ernakulam,LOTUS BHARATHY ENCLAVE,VEDAPURI LOTUS PROPERTIES PVT LTD,K-RERA/PRJ/ERN/201/2024
Ernakulam,MARITIME PRIME,MARITIME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/ERN/197/2024
Ernakulam,ASSET BUTTERFLIES,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/196/2024
Ernakulam,Anns Garden,VARGHESE EDAKKERIYIL PATHROSE,K-RERA/PRJ/ERN/194/2024
Ernakulam,KURINJI PLOT,BABU AND MM ANTONY JOSEPH,K-RERA/PRJ/ERN/193/2024
Ernakulam,GRAND CYPRESS,Malabar Developers Private Limited,K-RERA/PRJ/ERN/192/2024
Ernakulam,SFS LA FORTUNA,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/189/2024
Ernakulam,ORIDAM,CHATEAU KAVE BUILD WORKS OPC PRIVATE LIMITED,K-RERA/PRJ/ERN/188/2024
Ernakulam,ANVITA RENOVA,ANVITA BUILDERS PVT LTD,K-RERA/PRJ/ERN/187/2024
Ernakulam,iDfix Rose Villa,IDFIX BUILDERS PVT LTD,K-RERA/PRJ/ERN/186/2024
Ernakulam,Sunpaul Grace,Eldho Mathew,K-RERA/PRJ/ERN/184/2024
Ernakulam,Skyline Hilltop,M/s Skyline Builders,K-RERA/PRJ/ERN/183/2024
Ernakulam,KALARIKKANS K MALL,LICHENBUILDER,K-RERA/PRJ/ERN/182/2024
Ernakulam,VEEGALAND QUEENS PARK,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/181/2024
Ernakulam,MALIEKAL GARDENS,TOBY JOSEPH,K-RERA/PRJ/ERN/180/2024
Ernakulam,PRITHVI by SIDDHI HOMES,SIDDHI HOMES,K-RERA/PRJ/ERN/179/2024
Ernakulam,SMS OASIS,SMS BUILDERS,K-RERA/PRJ/ERN/178/2024
Ernakulam,HAVEN,JOHN PAUL REALTY,K-RERA/PRJ/ERN/176/2024
Ernakulam,AKB Arcade,Grande Homes,K-RERA/PRJ/ERN/175/2024
Ernakulam,AC MANUELS,AC CITY PROJECTS PVT LTD,K-RERA/PRJ/ERN/174/2024
Ernakulam,"Joyalukkas Gold Tower, Vazhakkala",Joyalukkas Lifestyle Developers Pvt Ltd,K-RERA/PRJ/ERN/173/2024
Ernakulam,Harmony Heights,Chinnamma David,K-RERA/PRJ/ERN/171/2024
Ernakulam,DREAMFLOWER LEYENDA,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/170/2024
Ernakulam,DREAMFLOWER LA-CASITA -2,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/168/2024
Ernakulam,PRIME MERIDIAN METROPOLITAN,MERITRA HOMES PVT LTD,K-RERA/PRJ/ERN/164/2024
Ernakulam,Yeskay Pearl View Apartments,Yeskay Builders,K-RERA/PRJ/ERN/163/2024
Ernakulam,PARADISE,SWASTHI HOMES,K-RERA/PRJ/ERN/162/2024
Ernakulam,MID AVENUE,Jamna,K-RERA/PRJ/ERN/161/2024
Ernakulam,PB ZAIRE,PB HOMES PVT LTD,K-RERA/PRJ/ERN/160/2024
Ernakulam,The Quayside 12,TRINE INFRASTRUCTURE & LEASE LLP,K-RERA/PRJ/ERN/159/2024
Ernakulam,GREEN TREE,AR Builders & Contractors,K-RERA/PRJ/ERN/158/2024
Ernakulam,HAVEN WOODS,Paulose Paily,K-RERA/PRJ/ERN/153/2024
Ernakulam,ORCHARD,MARSIC PROJECTS PVT LTD,K-RERA/PRJ/ERN/147/2024
Ernakulam,CASADEL ABOVE THE WORLD,CASADEL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/146/2024
Ernakulam,GOOD EARTH UMANG,GOOD EARTH INDIA INFRA LIMITED,K-RERA/PRJ/ERN/145/2024
Ernakulam,VENTURA DALIA,Ventura Realtors India Pvt Ltd,K-RERA/PRJ/ERN/144/2024
Ernakulam,Campus Heights,M/s Kem Builders,K-RERA/PRJ/ERN/140/2024
Ernakulam,GRACELAND FOUNDATION PHASE 2 - ELDERDALE PROJECT,GRACELAND FOUNDATIONS,K-RERA/PRJ/ERN/139/2024
Ernakulam,Thiruvaniyoor Plots,Benoy Benjamin,K-RERA/PRJ/ERN/132/2024
Ernakulam,VISHRAAM TYKHE,Vishraam Builders and Developers Pvt Ltd,K-RERA/PRJ/ERN/123/2024
Ernakulam,VENTURA IRIS,Ventura Realtors India Pvt Ltd,K-RERA/PRJ/ERN/121/2024
Ernakulam,AZURI VISTA PHASE 1,Synthite Infrastructure Project Pvt Ltd,K-RERA/PRJ/ERN/119/2024
Ernakulam,Swan Green Isle,Swan Developers,K-RERA/PRJ/ERN/118/2024
Ernakulam,EMBASSY SUITES,SOUTHERN SUPERSTRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/109/2024
Ernakulam,Galaxy Swiss Royale,Galaxy Homes Pvt Ltd,K-RERA/PRJ/ERN/107/2024
Ernakulam,SWAN GREEN EARTH,SWAN PROPERTY DEVELOPERS INDIA PVT LTD,K-RERA/PRJ/ERN/106/2024
Ernakulam,MEXICAN BUNGALOWS -PHASE1,Greentech Builders and Developers,K-RERA/PRJ/ERN/104/2024
Ernakulam,SCOTLAND YARD VILLAS,Greentech Builders and Developers,K-RERA/PRJ/ERN/103/2024
Ernakulam,GREENCASA VILLAS,Greentech Builders and Developers,K-RERA/PRJ/ERN/102/2024
Ernakulam,MJ Residency,MJ Builders,K-RERA/PRJ/ERN/097/2024
Ernakulam,SPANISH VILLAS,Greentech Builders and Developers,K-RERA/PRJ/ERN/095/2024
Ernakulam,Claysys Highlands,CLAYSYS LIFESTYLE PRIVATE LIMITED,K-RERA/PRJ/ERN/086/2024
Ernakulam,Udayamperoor Plots,Saramma Joseph,K-RERA/PRJ/ERN/082/2024
Ernakulam,ABAD MAGNIFICENT,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/081/2024
Ernakulam,TULSI LALITA,TULSI DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/077/2024
Ernakulam,Inspire Capita,M/s Inspire Homes Engineers & Realtors Pvt Ltd,K-RERA/PRJ/ERN/075/2024
Ernakulam,CONFIDENT GATEWAY,Confident Projects Residential,K-RERA/PRJ/ERN/074/2024
Ernakulam,GRACELAND FOUNDATIONS,GRACELAND FOUNDATIONS,K-RERA/PRJ/ERN/072/2024
Ernakulam,SKYLINE SANCTUARY,M/s Skyline Builders,K-RERA/PRJ/ERN/067/2024
Ernakulam,FIRM,REDPORCH NEST PVT LTD,K-RERA/PRJ/ERN/066/2024
Ernakulam,SOPHIA AMELIA,Joyce George,K-RERA/PRJ/ERN/065/2024
Ernakulam,LEVEL100 ROOTS,Level 100 Realty Pvt Ltd,K-RERA/PRJ/ERN/062/2024
Ernakulam,DD GLOBAL KINGDOM,DESAI HOMES,K-RERA/PRJ/ERN/061/2024
Ernakulam,ROYALE COURTYARD,MOTIF BUILDERS AND DEVELOPERS Pvt Ltd,K-RERA/PRJ/ERN/060/2024
Ernakulam,THE WAVE CASTLE,BUILDOWN DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/058/2024
Ernakulam,AMPLE,REDPORCH NEST PVT LTD,K-RERA/PRJ/ERN/057/2024
Ernakulam,CH Vaikund,Akshay S Kamath,K-RERA/PRJ/ERN/055/2024
Ernakulam,MAPLETREE LIVING - THE LANTERN,MAPLETREE HABITATS LLP,K-RERA/PRJ/ERN/054/2024
Ernakulam,GD CHAITHANYA APARTMENTS AND GD CENTRE,GD BUILDERS,K-RERA/PRJ/ERN/051/2024
Ernakulam,RABBIT HABITAT,Venkateshwara Realtors,K-RERA/PRJ/ERN/042/2024
Ernakulam,Sobha Atlantis Phase 2 block 1 and 2,Sobha Limited,K-RERA/PRJ/ERN/040/2024
Ernakulam,ELEGANCE,RAJEEV GANGADHARAN,K-RERA/PRJ/ERN/037/2024
Ernakulam,Anugraha Srishti Kochi - III,NISARGA ENGINEERING INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/035/2024
Ernakulam,OMG LAVENDER,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/ERN/034/2024
Ernakulam,IDENTITY URBAN VILLAGE,Pavalius Homes Pvt Ltd,K-RERA/PRJ/ERN/028/2024
Ernakulam,GREENLAND HIILTOP,Greenland Properties and devolopers,K-RERA/PRJ/ERN/026/2024
Ernakulam,SFS CONSTELLATION,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/020/2024
Ernakulam,Kalyan A Different Story,Kalyan Developers,K-RERA/PRJ/ERN/019/2024
Ernakulam,"ASSET THE AVON, BRIDGETOWN",ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/015/2024
Ernakulam,SANTHI MELROSE,ALMARK HOUSING CO PVT LTD,K-RERA/PRJ/ERN/008/2024
Ernakulam,DREAMFLOWER VALENTIA,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/240/2023
Ernakulam,Seasaga Living,SEASAGA ENTERPRISES PVT LTD,K-RERA/PRJ/ERN/236/2023
Ernakulam,SMS MAPLE,SMS BUILDERS,K-RERA/PRJ/ERN/231/2023
Ernakulam,SKYLINE ZEST,M/s Skyline Builders,K-RERA/PRJ/ERN/230/2023
Ernakulam,CONFIDENT HERITAGE,Confident Projects Residential,K-RERA/PRJ/ERN/222/2023
Ernakulam,GREEN HILLS,BTF Developers,K-RERA/PRJ/ERN/220/2023
Ernakulam,CHAKOLAS FOUNTAINHEAD,CHAKOLAS REALTORS,K-RERA/PRJ/ERN/219/2023
Ernakulam,EVALIA - Paul Alukkas Developers,Paul Alukkas Developers Pvt Ltd,K-RERA/PRJ/ERN/218/2023
Ernakulam,ASIAN ALLEGRA,ASIAN DEVELOPERS,K-RERA/PRJ/ERN/217/2023
Ernakulam,AUREOLE VILLAS,INDUS GRATIA CREATIVE HOMES PVT LTD,K-RERA/PRJ/ERN/215/2023
Ernakulam,VEEGALAND GREEN FORT,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/213/2023
Ernakulam,KENT ECO SANCTUM,Kent Constructions Pvt Ltd,K-RERA/PRJ/ERN/212/2023
Ernakulam,ASSET THE GRAND ENTRY,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/211/2023
Ernakulam,CHAKOLAS 360 MARINA,CHAKOLAS REALTORS,K-RERA/PRJ/ERN/209/2023
Ernakulam,GREENOCK VILLAS - PHASE 1,Green Reality Consultancy Private Limited,K-RERA/PRJ/ERN/208/2023
Ernakulam,NOEL SENTRUM,NOEL VILLAS AND APARTMENTS,K-RERA/PRJ/ERN/207/2023
Ernakulam,ASSET SREYAS,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/196/2023
Ernakulam,URBAN SERENITY,FYNDAY PROJECTS LLP,K-RERA/PRJ/ERN/194/2023
Ernakulam,FERN KENSINGTON,FERN VALLEY PROJECTS PRIVATE LIMITED,K-RERA/PRJ/ERN/193/2023
Ernakulam,MAYURA HOMES,MAYURA HOMES AND DEVELOPERS,K-RERA/PRJ/ERN/192/2023
Ernakulam,TRINITY PROMINENCE,TRINITY ARCADE PVT LTD,K-RERA/PRJ/ERN/188/2023
Ernakulam,VEEGALAND GREEN HEIGHTS,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/182/2023
Ernakulam,Sophia Aspire,Joyce George,K-RERA/PRJ/ERN/181/2023
Ernakulam,NOEL PEACE,NOEL VILLAS AND APARTMENTS,K-RERA/PRJ/ERN/180/2023
Ernakulam,BALEYAM,BABEN AND MATHEW INFRA PRIVATE LIMITED,K-RERA/PRJ/ERN/178/2023
Ernakulam,THE NEXT PRODIGY,CASADEL AND SPACETON BUILDERS PRIVATE LIMITED,K-RERA/PRJ/ERN/174/2023
Ernakulam,VEEGALAND MAYBELL,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/170/2023
Ernakulam,Tulsi ViVo,TULSI BUILDERS,K-RERA/PRJ/ERN/168/2023
Ernakulam,PRIME MERIDIAN REEF,MERITRA HOMES PVT LTD,K-RERA/PRJ/ERN/167/2023
Ernakulam,SPARKLE SCAPES,SPARKLE HOMES,K-RERA/PRJ/ERN/166/2023
Ernakulam,Kalyan Paramount,Kalyan Developers,K-RERA/PRJ/ERN/161/2023
Ernakulam,TULIPS,K Y HOMES,K-RERA/PRJ/ERN/156/2023
Ernakulam,Anugraha Srishti Kochi - II,Ei Holdings,K-RERA/PRJ/ERN/151/2023
Ernakulam,MOON VALLEY,BUILDOWN DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/149/2023
Ernakulam,CASADEL TOWNCASTLE,CASADEL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/147/2023
Ernakulam,NATIONAL SIGNATURE TOWER 2,NATIONAL BUILDERS,K-RERA/PRJ/ERN/143/2023
Ernakulam,VARMA GARDENIA,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/142/2023
Ernakulam,Granday Mansion,WAYFAIR DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/140/2023
Ernakulam,CARISTO,INHOUSE PROJECTS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/139/2023
Ernakulam,GREEN VIEW,SALIM P RAJAN,K-RERA/PRJ/ERN/138/2023
Ernakulam,GREHA GOLDEN SAPPHIRE,GREHA HOMES PVT LTD,K-RERA/PRJ/ERN/137/2023
Ernakulam,TRINITY UP TOWN,TRINITY ARCADE PVT LTD,K-RERA/PRJ/ERN/135/2023
Ernakulam,LOTUS SIVAGANGA,LOTUS PROPERTIES,K-RERA/PRJ/ERN/134/2023
Ernakulam,PSN Lotus,PSN Homes Pvt Ltd,K-RERA/PRJ/ERN/126/2023
Ernakulam,ABAD SUNRISE PARK,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/124/2023
Ernakulam,ISLAND VALLEY,SREE MOUNT BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/ERN/119/2023
Ernakulam,GREENLAND HILLVIEW,GREENLAND HILLVIEW,K-RERA/PRJ/ERN/116/2023
Ernakulam,Lotus Keralavilasam Palace,VEDAPURI LOTUS PROPERTIES PVT LTD,K-RERA/PRJ/ERN/115/2023
Ernakulam,Sophia Melrose,Joyce George,K-RERA/PRJ/ERN/114/2023
Ernakulam,VARMA SYMPHONY,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/113/2023
Ernakulam,KENT BAYWATCH SUITES,Kent Constructions Pvt Ltd,K-RERA/PRJ/ERN/108/2023
Ernakulam,The Leaf,NOA PROPERTIES,K-RERA/PRJ/ERN/106/2023
Ernakulam,VARMA CRYSTAL,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/103/2023
Ernakulam,KSHB HIBISCUS,KEERALA STATE HOUSING BOARD,K-RERA/PRJ/ERN/100/2023
Ernakulam,MEENA PAUL ALIAS MEENA MOBI,MEENA PAUL ALIAS MOBI,K-RERA/PRJ/ERN/098/2023
Ernakulam,SFS WHISPERING HILLS,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/097/2023
Ernakulam,HIGHNESS HOME DALE,HIGHNESS APARTMENTS PRIVATE LIMITED,K-RERA/PRJ/ERN/096/2023
Ernakulam,DD HIGHWAY HOMES,DESAI'S DREAM RETREAT PRIVATE LIMITED,K-RERA/PRJ/ERN/090/2023
Ernakulam,Anugraha Srishti,Ei Holdings,K-RERA/PRJ/ERN/089/2023
Ernakulam,CONFIDENT SUNFLOWER,Confident Projects Residential,K-RERA/PRJ/ERN/087/2023
Ernakulam,SIDDHI CHANDRAVILASAM,SIDDHI HOMES,K-RERA/PRJ/ERN/085/2023
Ernakulam,PIMENTO GARDEN,Synthite Industries Pvt Ltd,K-RERA/PRJ/ERN/084/2023
Ernakulam,SUNPAUL DEZIRA PAZHAMPILLY HERITAGE,Dezira Projects & Realtors Pvt Ltd,K-RERA/PRJ/007/2022
Ernakulam,THE WOODS,SIDDHI HOMES,K-RERA/PRJ/ERN/080/2023
Ernakulam,SPICE VALLEY,KEM BUILDERS,K-RERA/PRJ/ERN/078/2023
Ernakulam,OMG SOVEREIGN VILLAS,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/ERN/077/2023
Ernakulam,Marina One Phase - 4,Sobha Limited,K-RERA/PRJ/ERN/076/2023
Ernakulam,MELUHA MELODY,MELUHA HOMES,K-RERA/PRJ/ERN/074/2023
Ernakulam,VARMA FICUS,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/073/2023
Ernakulam,DREAMFLOWER AURELIUS,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/072/2023
Ernakulam,Maple Leaf,Joyce George,K-RERA/PRJ/ERN/070/2023
Ernakulam,CASADEL TOWNHILL,CASADEL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/066/2023
Ernakulam,SKYLINE MATRIX,M/s Skyline Builders,K-RERA/PRJ/ERN/059/2023
Ernakulam,Anugraha Srishti Kochi,Ei Holdings,K-RERA/PRJ/ERN/051/2023
Ernakulam,GALAXY OXTON,GALAXY HOMES PVT LTD,K-RERA/PRJ/ERN/049/2023
Ernakulam,ASSET SAMSKRITI,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/047/2023
Ernakulam,DREAMFLOWER VELVETUDE - 4,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/036/2023
Ernakulam,NATIONAL MAJESTIC,NATIONAL BUILDERS,K-RERA/PRJ/ERN/032/2023
Ernakulam,"TOWERS 2, 3, 4 OF NTH",DLF SOUTHERN TOWNS PRIVATE LIMITED,K-RERA/PRJ/ERN/029/2023
Ernakulam,VARMA HARMONY,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/028/2023
Ernakulam,DD GREEN VILLAGE,DESAI HOMES,K-RERA/PRJ/ERN/025/2023
Ernakulam,Chithanya,Angleplus Projects Pvt Ltd,K-RERA/PRJ/ERN/023/2023
Ernakulam,NATIONAL TREEDOM PARK TOWER 2,NATIONAL BUILDERS,K-RERA/PRJ/ERN/022/2023
Ernakulam,ASSET EMINENCE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/020/2023
Ernakulam,Sophia Avani,Joyce George,K-RERA/PRJ/ERN/011/2023
Ernakulam,AJL SERENE VALLEY,AJL HOMES,K-RERA/PRJ/ERN/009/2023
Ernakulam,ASIAN ALORA,ASIAN DEVELOPERS,K-RERA/PRJ/ERN/001/2023
Ernakulam,RDS ZEAL,RDS REALTIES LTD,K-RERA/PRJ/ERN/216/2022
Ernakulam,SFS BELLAGIO,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/214/2022
Ernakulam,CASADEL AFTER THE RAIN,CASADEL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/211/2022
Ernakulam,ARYA BHANGY CENTARA,ARYA BHANGY BUILDERS PVT LTD,K-RERA/PRJ/ERN/210/2022
Ernakulam,AC CEEKAYS ENCLAVE,AC CITY PROJECTS PVT LTD,K-RERA/PRJ/ERN/201/2022
Ernakulam,ABAD SIGNATURE,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/200/2022
Ernakulam,SUNPAUL DEZIRA BLUEBERRY,Sunpaul Dezira Projects Private Limited,K-RERA/PRJ/ERN/193/2022
Ernakulam,ANTA - HARMONY,ANTA BUILDERS & DEVELOPERS PVT LTD,K-RERA/PRJ/ERN/190/2022
Ernakulam,HYACINTH VILLAS,INDUS GRATIA CREATIVE HOMES PVT LTD,K-RERA/PRJ/ERN/188/2022
Ernakulam,CASADEL QUEENSTOWN,CASADEL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/185/2022
Ernakulam,VILLAGE GARDEN,INDUS GRATIA CREATIVE HOMES PVT LTD,K-RERA/PRJ/ERN/184/2022
Ernakulam,BUTTERFLY GARDENS,SWASTHI HOMES,K-RERA/PRJ/ERN/182/2022
Ernakulam,Sophia Celestia,Joyce George,K-RERA/PRJ/ERN/178/2022
Ernakulam,Hill Woods,Home Land Build Estate Pvt Ltd,K-RERA/PRJ/165/2021
Ernakulam,GRAND VIEW APARTMENTS,MOTIF BUILDERS AND DEVELOPERS Pvt Ltd,K-RERA/PRJ/ERN/174/2022
Ernakulam,SKY AT 11,ERA HOMES AND PROJECTS PVT LTD,K-RERA/PRJ/ERN/172/2022
Ernakulam,SMS BODHI,SMS BUILDERS,K-RERA/PRJ/ERN/171/2022
Ernakulam,Casa Serena by Providence,Providence Lifespace Pvt Ltd,K-RERA/PRJ/ERN/170/2022
Ernakulam,VM PENTAGON,VEEYEM DEVELOPERS AND BUILDERS PRIVATE LIMITED,K-RERA/PRJ/ERN/169/2022
Ernakulam,The World Apartment,NEST Realties India Private Limited,K-RERA/PRJ/016/2022
Ernakulam,MELONWOOD WAVES PHASE 2,Melonwood Homes Private Limited,K-RERA/PRJ/015/2022
Ernakulam,Sunpaul Alna,Sunpaul Properties Pvt Ltd,K-RERA/PRJ/098/2021
Ernakulam,SKYLINE ZEN,M/s Skyline Builders,K-RERA/PRJ/ERN/150/2022
Ernakulam,SWASTHI PRAKASAMANDIRAM,SWASTHI HOMES,K-RERA/PRJ/ERN/145/2022
Ernakulam,"NBCC Valley View Apartment, Kochi",NBCC INDIA LIMITED,K-RERA/PRJ/ERN/138/2022
Ernakulam,VARMA URBAN HEIGHTS,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/136/2022
Ernakulam,CASADEL TOWNSUITES,CASADELO DEVELOPERS PVT LTD,K-RERA/PRJ/ERN/131/2022
Ernakulam,ASSET JUBILANCE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/128/2022
Ernakulam,SKYLINE OZONE,M/s Skyline Builders,K-RERA/PRJ/ERN/125/2022
Ernakulam,DREAMFLOWER MELODIUM,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/119/2022
Ernakulam,Prakriti Aawaas,Prakriti Architects and Builders,K-RERA/PRJ/078/2021
Ernakulam,ABAD WOODS PARK,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/118/2022
Ernakulam,VARMA RHYTHM,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/117/2022
Ernakulam,CAMPUS WOODS,NEST Realties India Private Limited,K-RERA/PRJ/002/2022
Ernakulam,PERIYAR CASTLE,Dew Angel Builders And Developers Private Limited,K-RERA/PRJ/199/2021
Ernakulam,RAHEL HOMES,PARASIO RETIREMENT HOME,K-RERA/PRJ/174/2021
Ernakulam,Sophia Eden,Joyce George,K-RERA/PRJ/ERN/115/2022
Ernakulam,NJN MERITON,NJN HOMES & HOUSING PROJECTS,K-RERA/PRJ/ERN/113/2022
Ernakulam,TRITVAM - TOWER 5,TATA REALTY AND INFRASTRUCTURE LIMITED,K-RERA/PRJ/ERN/109/2022
Ernakulam,Golden Heights,BUILDOWN DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/107/2022
Ernakulam,DREAMFLOWER MAGNA IATROS,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/030/2021
Ernakulam,Janani Project - Ponjasserry,Bhavanam Foundation Kerala,K-RERA/PRJ/ERN/103/2022
