XID,Project Name,City,Magicbricks.com Link
r27604,Godrej United,Bangalore East,https://www.magicbricks.com/project-godrej-united-4bhk-for-sale-in-bangalore-pppfs
r330163,Balaji Mayuresh Delta,Navi Mumbai,https://www.magicbricks.com/balaji-mayuresh-delta-ulwe-navi-mumbai-pdpid-4d4235313237333833
r9744,Goodwill Paradise,Navi Mumbai,https://www.magicbricks.com/project-goodwill-paradise-for-sale-in-navi-mumbai-pppfs
r436949,Embassy Verde,Bangalore North,Not Found
r391336,Jubilee City Gardens,Mohali,Not Found
r372761,Oscar Om Regency,Navi Mumbai,https://www.magicbricks.com/oscar-om-regency-taloja-navi-mumbai-pdpid-4d4235333232313539
r5464,Kalpataru Siddhachal Elite,Thane,https://www.magicbricks.com/project-kalpataru-siddhachal-elite-for-sale-in-thane-pppfs
r305513,Parth Bhagat Heritage,Navi Mumbai,https://www.magicbricks.com/parth-bhagat-heritage-kamothe-navi-mumbai-pdpid-4d4235313236373335
r144209,Vatika India Next Plots,Gurgaon,https://www.magicbricks.com/project-plots-vatika-india-next-2-for-sale-in-gurgaon-pppfs
r417033,Adityaram Happinest,Chennai South,Not Found
r342811,VTP Beaumonde,Pune East,https://www.magicbricks.com/project-kul-vtp-beaumonde-nation-r2-tower6-for-sale-in-pune-pppfs
r410696,Godrej Bliss,Western Mumbai,https://www.magicbricks.com/godrej-bliss-kandivali-east-mumbai-pdpid-4d4235343130333237
r413079,Gami Ved,Navi Mumbai,https://www.magicbricks.com/gami-ved-nerul-navi-mumbai-pdpid-4d4235343136393733
r318797,Goodwill Unity,Navi Mumbai,https://www.magicbricks.com/goodwill-unity-sanpada-navi-mumbai-pdpid-4d4235313232303635
r374696,Veda II,Vadodara,https://www.magicbricks.com/project-alembic-veda-2-for-sale-in-vadodara-pppfs
r1108,Maitri Planet NX,Navi Mumbai,https://www.magicbricks.com/maitri-planet-nx-kharghar-navi-mumbai-pdpid-4d4235303331303532
r2218,Bannerghatta House of Hiranandani,Bangalore South,https://www.magicbricks.com/project-house-of-hiranandani-bannerghatta-for-sale-in-bangalore-pppfs
r351005,Sun South Rayz,Ahmedabad West,https://www.magicbricks.com/vishwanath-sun-south-rayz-south-bopal-ahmedabad-pdpid-4d4235313835303635
r414340,JGs Pristine,Patna,Not Found
r104342,Godrej Infinity,Pune East,https://www.magicbricks.com/godrej-infinity-keshav-nagar-pune-pdpid-4d4235303735303938
r29660,Kesar Symphony,Navi Mumbai,https://www.magicbricks.com/kesar-symphony-kharghar-navi-mumbai-pdpid-4d4235303239353139
r432096,Rustomjee Belle Vie,Thane Outskirts,Not Found
r63829,MDHI Park View Apartments,Noida,https://www.magicbricks.com/park-view-apartments-noida-sector-61-noida-pdpid-4d4235303130383536
r474,Marvel Zephyr,Pune East,https://www.magicbricks.com/project-marvel-zephyr-3bhk-for-sale-in-pune-pppfs
r4468,SPL Samethana Lakefront,Bangalore East,https://www.magicbricks.com/project-samethana-lakefront-for-sale-in-bangalore-pppfs
r2458,Prateek Laurel,Noida,https://www.magicbricks.com/prateek-laurel-sector-120-noida-pdpid-4d4235303139353131
r37702,Appaswamy Greensville,Chennai South,https://www.magicbricks.com/project-appaswamy-greensville-3bhk-for-sale-in-chennai-pppfs
r429540,Resset Good Earth,Ahmedabad West,https://www.magicbricks.com/good-earth-ghuma-ahmedabad-pdpid-4d4235343232343735
r338355,Shirke Parijat Hill View,Western Mumbai,https://www.magicbricks.com/project-shirke-parijat-for-sale-in-mumbai-pppfs
r401645,Riviera Majestica,Ahmedabad West,https://www.magicbricks.com/project-riviera-majestica-for-sale-in-ahmedabad-pppfs
r2080,Nile Valley,Hyderabad,https://www.magicbricks.com/janapriya-nile-valley-miyapur-hyderabad-pdpid-4d4235303236393531
r392739,Cordial Paradise,Trivandrum,https://www.magicbricks.com/cordial-paradise-poojapura-trivandrum-pdpid-4d4235333738393039
r29326,Anusandhan Apartments,Dwarka Delhi,https://www.magicbricks.com/project-anusandhan-apartment-for-sale-in-new-delhi-pppfs
r396682,Engrace by Modern Spaaces,Bangalore East,https://www.magicbricks.com/engrace-by-modern-spaaces-sarjapur-road-bangalore-pdpid-4d4235333333373737
r396932,VJ Yashwin Enchante,Pune East,Not Found
r30686,Amanora Aspire Towers,Pune East,https://www.magicbricks.com/project-amanora-aspire-towers-3bhk-for-sale-in-pune-pppfs
r27804,Ansal API Sushant Estate,Gurgaon,https://www.magicbricks.com/project-ansal-sushant-estate-for-rent-in-gurgaon-pppfr
r39714,KIPL Morya,Thane,https://www.magicbricks.com/kipl-morya-ghodbunder-road-thane-pdpid-4d4235303930383131
r1089,Amrapali HeartBeat City,Noida,https://www.magicbricks.com/project-amrapali-heart-beat-city-for-sale-in-noida-pppfs
r88679,Continental Swiss Town,Bangalore North,https://www.magicbricks.com/swiss-towns-devanahalli-bangalore-pdpid-4d4235303035383639
r22956,Nyati Elysia,Pune East,https://www.magicbricks.com/project-nyati-elysia-2bhk-for-sale-in-pune-pppfs
r405152,Alliaance Galaxy,Navi Mumbai,https://www.magicbricks.com/alliance-galaxy-airoli-navi-mumbai-pdpid-4d4235343135373131
r15164,Azea Botanica,Lucknow,https://www.magicbricks.com/project-azea-botanica-for-sale-in-lucknow-pppfs
r328903,L and T Seawoods Residences,Navi Mumbai,https://www.magicbricks.com/project-landt-seawoods-residences-for-sale-in-navi-mumbai-pppfs
r419925,DRA Infinique,Chennai West,https://www.magicbricks.com/project-dra-infinique-for-sale-in-chennai-pppfs
r434518,Artemis Address,Bangalore West,Not Found
r152579,Omaxe Plots Phase 3,Chandigarh,https://www.magicbricks.com/project-plots-omaxe-plots-phase-3-for-sale-in-new-chandigarh-pppfs
r383203,Prabhat Bageshree,Western Mumbai,https://www.magicbricks.com/prabhat-bageshree-goregaon-east-mumbai-pdpid-4d4235333930333431
r421748,Platinum Marvelle,Pune West,https://www.magicbricks.com/project-platinum-marvelle-3bhk-for-sale-in-pune-pppfs
r367435,Safal Riviera Springs,Ahmedabad West,https://www.magicbricks.com/goyal-riviera-springs-shela-ahmedabad-pdpid-4d4235313839333230
r41600,Nanded Mangal Bhairav,Pune South,https://www.magicbricks.com/project-nanded-mangal-bhairav-for-rent-in-pune-pppfr
r272317,Tricity Luxuria,Navi Mumbai,https://www.magicbricks.com/tricity-luxuria-new-panvel-navi-mumbai-pdpid-4d4235303939313137
r1556,Pacifica Reflections,Ahmedabad North,https://www.magicbricks.com/pacifica-reflections-vaishnodevi-circle-ahmedabad-pdpid-4d4235303732333939
r29348,Oberoi Springs,Western Mumbai,https://www.magicbricks.com/oberoi-springs-andheri-west-mumbai-pdpid-4d4235303230303038
r328987,Goodwill Breeza,Pune East,https://www.magicbricks.com/project-choice-goodwill-breeza-for-sale-in-pune-pppfs
r241825,Riddhi Siddhi Heights,Pune West,https://www.magicbricks.com/riddhi-siddhi-heights-wakad-pune-pdpid-4d4235303738343538
r2046,Siddha Galaxia,Kolkata East,https://www.magicbricks.com/project-siddha-galaxia-phase-2-3bhk-for-sale-in-kolkata-pppfs
r80308,Maker Tower,South Mumbai,https://www.magicbricks.com/maker-tower-cuffe-parade-mumbai-pdpid-4d4235303439303031
r316069,Purab Premium Apartments,Mohali,https://www.magicbricks.com/project-purab-premium-apartments-for-sale-in-mohali-pppfs
r64332,Mahimas Panorama,Jaipur,https://www.magicbricks.com/panorama-jagatpura-jaipur-pdpid-4d4235303235383633
r333823,Tulip Infinity World,Pune West,https://www.magicbricks.com/project-tulip-infinity-world-for-sale-in-pune-pppfs
r26456,Water Lily by Adani Realty,Ahmedabad North,https://www.magicbricks.com/adani-shantigram-waterlily-sg-highway-ahmedabad-pdpid-4d4235303234313036
r27900,South City Garden,Kolkata South,https://www.magicbricks.com/south-city-garden-new-alipore-kolkata-pdpid-4d4235303137393131
r29816,Exotica East Square,Ghaziabad,https://www.magicbricks.com/exotica-east-square-indirapuram-ghaziabad-pdpid-4d4235303031333933
r12890,Hiranandani Estate Paloma,Thane,https://www.magicbricks.com/hiranandani-estate-paloma-hiranandani-estate-thane-pdpid-4d4235303337383036
r9208,DGS Sheetal Deep Complex,Beyond Mira Road,https://www.magicbricks.com/sheetal-deep-complex-nalasopara-mumbai-pdpid-4d4235303237303833
r379301,Shri Krishna Nagar,Trichy,https://www.magicbricks.com/residential-plots-land-for-sale-in-sri-krishna-nagar-coimbatore-pppfs
r7810,TARC Maceo,Gurgaon,https://www.magicbricks.com/tarc-maceo-sector-91-gurgaon-pdpid-4d4235303031383539
r431008,Gurukrupa ARAMUS RUDRA,Navi Mumbai,https://www.magicbricks.com/aramus-ulwe-navi-mumbai-pdpid-4d4235303138323331
r177,Jaipur 21,Jaipur,https://www.magicbricks.com/project-vatika-jaipur-21-for-sale-in-jaipur-pppfs
r423882,Malabar Retreat a Project by Ganesh Housing,Ahmedabad North,https://www.magicbricks.com/project-malabar-retreat-for-sale-in-ahmedabad-pppfs
r435494,Ranka Ankura,Bangalore North,https://www.magicbricks.com/ranka-ankura-thanisandra-main-road-bangalore-pdpid-4d4235343235303731
r261398,Juhi Serenity,Navi Mumbai,https://www.magicbricks.com/project-juhi-serenity-for-rent-in-navi-mumbai-pppfr
r405243,Rustomjee Aden,Western Mumbai,https://www.magicbricks.com/project-keysky-rustomjee-aden-for-sale-in-mumbai-pppfs
r12894,Rna NG Suncity Phase 3,Western Mumbai,https://www.magicbricks.com/ng-suncity-phase-3-kandivali-east-mumbai-pdpid-4d4235303138393334
r250,Tulip Orange,Gurgaon,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631
r88207,Mount Alps,South Mumbai,Not Found
r40568,Mahaavir Jyoti,Navi Mumbai,https://www.magicbricks.com/mahavir-jyoti-kharghar-navi-mumbai-pdpid-4d4235303331303139
r396601,Raheja Solaris 2,Navi Mumbai,https://www.magicbricks.com/raheja-solaris-ii-juinagar-navi-mumbai-pdpid-4d4235333337353839
r16598,Omaxe Heights,Faridabad,https://www.magicbricks.com/project-omaxe-heights-3bhk-for-sale-in-faridabad-pppfs
r42156,Mont Vert Seville,Pune West,https://www.magicbricks.com/mont-vert-seville-wakad-pune-pdpid-4d4235303033323339
r422312,Madhav Oeuvre Iconic,Ahmedabad West,https://www.magicbricks.com/project-oeuvre-iconic-for-sale-in-ahmedabad-pppfs
r400429,Nirmala Nevada,Kolkata North,https://www.magicbricks.com/project-nevada-for-sale-in-kolkata-pppfs
r377457,Venus Pashmina,Ahmedabad West,https://www.magicbricks.com/project-venus-pashmina-for-sale-in-ahmedabad-pppfs
r23624,Shri Sai Upvan,Ghaziabad,https://www.magicbricks.com/sai-upvan-society-noida-extension-greater-noida-pdpid-4d4235323436333139
r424471,RR Amman Nagar,Coimbatore,Not Found
r276779,Lodha Kiara,South Mumbai,https://www.magicbricks.com/project-lodha-kiara-for-sale-in-mumbai-pppfs
r634,Indiabulls Greens,Navi Mumbai,https://www.magicbricks.com/project-indiabulls-greens-panvel-for-sale-in-navi-mumbai-pppfs
r144077,Bajaj Shubhada,Western Mumbai,https://www.magicbricks.com/bajaj-shubhada-vile-parle-east-mumbai-pdpid-4d4235323235333431
r26828,Silverglades The Melia,Gurgaon,https://www.magicbricks.com/group-silverglades-the-melia-sohna-sector-35-gurgaon-pdpid-4d4235303432313935
r401827,Shanu Pratham Heights,Ahmedabad West,https://www.magicbricks.com/shanu-pratham-heights-science-city-ahmedabad-pdpid-4d4235333838343339
r271049,Siddha Seabrook,Western Mumbai,https://www.magicbricks.com/siddha-seabrook-kandivali-west-mumbai-pdpid-4d4235303939323635
r268153,Casagrand Bellissimo,Chennai South,https://www.magicbricks.com/project-casagrand-bellissimo-4bhk-for-sale-in-chennai-pppfs
r11268,Bengal Abasan Urban Sabujayan,Kolkata South,https://www.magicbricks.com/bengal-abasan-urban-sabujayan-mukundapur-kolkata-pdpid-4d4235303232343334
r423799,Gada Elina,Pune East,https://www.magicbricks.com/project-elina-living-phase-2-for-sale-in-pune-pppfs
r371291,Rahul Aston,Pune West,https://www.magicbricks.com/rahul-aston-hinjewadi-phase-1-pune-pdpid-4d4235323138333733
r417286,Team4 Arka,Hyderabad,https://www.magicbricks.com/team4-arka-manikonda-hyderabad-pdpid-4d4235343138393531
r469,Rustomjee Global City,Beyond Mira Road,https://www.magicbricks.com/shops-for-sale-in-rustomjee-global-city-mumbai-pppfs
r64604,Pacific Golf Estate,Dehradun,https://www.magicbricks.com/pacific-golf-estate-sahastradhara-road-dehradun-pdpid-4d4235303639393032
r58112,Sree Dakshas Vhridhaa,Coimbatore,https://www.magicbricks.com/sree-daksha-vhridhaa-vadavalli-coimbatore-pdpid-4d4235303833313831
r369,Hiranandani Iris,Thane,https://www.magicbricks.com/project-hiranandani-meadows-iris-for-sale-in-thane-pppfs
r298617,Vihaan Heritage,Greater Noida,https://www.magicbricks.com/project-vihaan-heritage-for-sale-in-greater-noida-pppfs
r402605,Renuka Panch Tattva,Pune West,https://www.magicbricks.com/project-renuka-panch-tattva-for-sale-in-pune-pppfs
r398552,Empire Estate,Jaipur,https://www.magicbricks.com/vardhman-empire-estate-ajmer-road-jaipur-pdpid-4d4235333934333837
r420000,Ashiana Nitara,Jaipur,https://www.magicbricks.com/ashiana-nitara-bhankrota-jaipur-pdpid-4d4235343138393331
r62219,Clover Village,Pune East,https://www.magicbricks.com/1-bhk-flats-in-clover-village-pune-for-sale-pppfs
r197309,Thanekar Bhagirathi Regency,Thane Outskirts,https://www.magicbricks.com/bhagirathi-estate-kalyan-west-beyond-thane-pdpid-4d4235303730303037
r400444,Ashar Pulse,Thane,https://www.magicbricks.com/ashar-pulse-majiwada-thane-pdpid-4d4235333537373331
r3568,Ansal API Esencia,Gurgaon,https://www.magicbricks.com/ansal-api-esencia-sector-67-gurgaon-pdpid-4d4235303136353038
r418507,R K Highstreet,Rajkot,Not Found
r39796,Prestige Kingfisher Towers,Bangalore Central,https://www.magicbricks.com/project-prestige-kingfisher-towers-for-sale-in-bangalore-pppfs
r410879,Signature Villas,Greater Noida,Not Found
r6524,Bramhacorp F Residences,Pune East,https://www.magicbricks.com/project-f-residences-for-rent-in-pune-pppfr
r26246,CGHS Mandakini Apartments,Dwarka Delhi,https://www.magicbricks.com/mandakini-apartment-dwarka-sector-2-new-delhi-pdpid-4d4235303131303037
r7446,Peninsula Ashok Meadows,Pune West,https://www.magicbricks.com/ashok-meadows-hinjewadi-pune-pdpid-4d4235303139363630
r661,Tulip White,Gurgaon,https://www.magicbricks.com/tulip-white-sector-69-gurgaon-pdpid-4d4235303030313130
r26144,Jawahar Apartment,Dwarka Delhi,https://www.magicbricks.com/project-jawahar-lal-apartment-for-sale-in-new-delhi-pppfs
r413474,Z Padmanabha,Bhubaneswar,https://www.magicbricks.com/z-padmanabha-pahala-bhubaneswar-pdpid-4d4235343230303633
r7680,Green Vistas Prakrriti,Kochi,https://www.magicbricks.com/project-green-vistas-prakrriti-for-sale-in-kochi-pppfs
r409873,Radiance Regalia,Coimbatore,Not Found
r410076,Amaya,Surat,https://www.magicbricks.com/pramukh-amaya-palanpur-surat-pdpid-4d4235343133353833
r171013,Hargobind Enclave,South Delhi,https://www.magicbricks.com/hargobind-enclave-chhattarpur-new-delhi-pdpid-4d4235303131323538
r28142,Panchshil Waterfront,Pune East,https://www.magicbricks.com/project-eon-waterfront-for-sale-in-pune-pppfs
r420826,Iskcon Residency,Thane Outskirts,Not Found
r64436,Amba CGHS,Dwarka Delhi,https://www.magicbricks.com/project-amba-cghs-for-sale-in-new-delhi-pppfs
r383861,Synthesis Altius Viitor,Ahmedabad West,https://www.magicbricks.com/synthesis-altius-viitor-ambli-bopal-road-ahmedabad-pdpid-4d4235333236353433
r29144,South Delhi Apartments,Dwarka Delhi,https://www.magicbricks.com/south-delhi-apartment-dwarka-sector-4-new-delhi-pdpid-4d4235313730343435
r398882,Suryansh Sanidhya Shivalaya,Ahmedabad West,Not Found
r433263,Prestige Pine Forest,Bangalore East,https://www.magicbricks.com/project-prestige-pine-forest-3bhk-for-sale-in-bangalore-pppfs
r423704,Birla Niyaara Phase 2,South Mumbai,https://www.magicbricks.com/birla-niyaara-worli-mumbai-pdpid-4d4235333234353131
r43818,Vistara Township,Indore,https://www.magicbricks.com/project-plots-vistara-township-for-sale-in-indore-pppfs
r376758,Krishna Nagari plots,Nagpur,https://www.magicbricks.com/jagriti-krishna-nagari-6-zari-nagpur-pdpid-4d4235343139343239
r37636,Brisk Lumbini Terrace Homes,Gurgaon,https://www.magicbricks.com/brisk-lumbini-terrace-homes-sector-109-gurgaon-pdpid-4d4235303233313235
r900,K Raheja Heights,Western Mumbai,https://www.magicbricks.com/project-raheja-heights-for-sale-in-mumbai-pppfs
r28294,Shree Vardhman Victoria,Gurgaon,https://www.magicbricks.com/shree-vardhman-victoria-sector-70-gurgaon-pdpid-4d4235303138323431
r255375,DLF City Plots,Gurgaon,https://www.magicbricks.com/residential-plots-land-for-sale-in-dlf-phase-1-gurgaon-pppfs
r427633,Pandit Nandvihar,Pune Central,Not Found
r124803,Antriksh Management Apartments,Dwarka Delhi,https://www.magicbricks.com/management-apartment-dwarka-sector-5-new-delhi-pdpid-4d4235303734333333
r843,Dosti Imperia,Thane,https://www.magicbricks.com/dosti-imperia-ghodbunder-road-thane-pdpid-4d4235303232363937
r255635,Rise Organic Ghar,Ghaziabad,https://www.magicbricks.com/rise-organic-ghar-nh-24-ghaziabad-pdpid-4d4235323637383437
r659,Ireo The Grand Arch,Gurgaon,https://www.magicbricks.com/ireo-the-grand-arch-sector-58-gurgaon-pdpid-4d4235303231363439
r351613,Gami Teesta,Navi Mumbai,https://www.magicbricks.com/project-gami-teesta-for-sale-in-navi-mumbai-pppfs
r400433,Morya Phase 2,Kolkata South,https://www.magicbricks.com/morya-phase-2-tollygunge-kolkata-pdpid-4d4235343230373635
r387263,Vaibhavlaxmi Central Park,Central Mumbai,https://www.magicbricks.com/vaibhavlaxmi-central-park-vikhroli-east-mumbai-pdpid-4d4235333236323033
r63843,Cghs Shivam Apartments,Dwarka Delhi,https://www.magicbricks.com/shivam-apartments-dwarka-sector-12-new-delhi-pdpid-4d4235303836353838
r60239,Bhumiraj Hermitage,Navi Mumbai,https://www.magicbricks.com/bhumiraj-hermitage-palm-beach-road-navi-mumbai-pdpid-4d4235303137353832
r423858,Presidential Park,Pune West,Not Found
r367102,Avinash Chitwan,Raipur,https://www.magicbricks.com/avinash-chitwan-kachna-road-raipur-pdpid-4d4235313930303535
r5334,The Greater Ganga Panama,Pune West,https://www.magicbricks.com/project-the-greater-ganga-panama-for-sale-in-pune-pppfs
r63529,White Rose CGHS,Dwarka Delhi,https://www.magicbricks.com/white-rose-apartments-dwarka-sector-13-new-delhi-pdpid-4d4235303131323335
r30026,Tyagi Windwards,Pune West,https://www.magicbricks.com/windwards-wakad-pune-pdpid-4d4235303035353833
r10626,The Close North,Gurgaon,https://www.magicbricks.com/unitech-the-close-north-sector-50-gurgaon-pdpid-4d4235323834363237
r367852,Majestique Marbella,Pune East,https://www.magicbricks.com/project-majestique-marbella-2bhk-for-sale-in-pune-pppfs
r316305,Rama Fusion Towers,Pune West,https://www.magicbricks.com/rama-fusion-towers-hinjewadi-pune-pdpid-4d4235313138363433
r7284,Platinum Avior,Navi Mumbai,https://www.magicbricks.com/project-platinum-avior-for-sale-in-navi-mumbai-pppfs
r278061,Acme Ozone,Thane,https://www.magicbricks.com/project-acme-ozone-for-sale-in-thane-pppfs
r427484,Parth Kiona,Pune West,https://www.magicbricks.com/parth-kiona-maan-pune-pdpid-4d4235343232353537
r418840,SKYi 5 Racecourse,Pune South,https://www.magicbricks.com/project-skyi-5-race-course-3bhk-for-sale-in-pune-pppfs
r282,Rohan Leher,Pune West,https://www.magicbricks.com/rohan-leher-3-baner-pune-pdpid-4d4235303936383837
r12774,Udyog Vihar CGHS,Dwarka Delhi,https://www.magicbricks.com/project-udyog-vihar-apartment-for-sale-in-new-delhi-pppfs
r46652,Panchshil Eon Waterfront,Pune East,https://www.magicbricks.com/project-eon-waterfront-for-sale-in-pune-pppfs
r18380,JP Iscon Platinum,Ahmedabad West,https://www.magicbricks.com/iscon-platinum-bopal-ahmedabad-pdpid-4d4235303432323330
r399447,Shivam Tulip Elegance,Navi Mumbai,https://www.magicbricks.com/shivam-tulip-elegance-ulwe-navi-mumbai-pdpid-4d4235333337313331
r27444,Pragjyotishpur Apartments,Dwarka Delhi,https://www.magicbricks.com/project-pragjyotishpur-apartments-for-sale-in-new-delhi-pppfs
r10166,Arihant Anmol,Thane Outskirts,https://www.magicbricks.com/arihant-anmol-badlapur-east-beyond-thane-pdpid-4d4235303233363532
r397930,Asshna Seabliss,Western Mumbai,https://www.magicbricks.com/asshna-seabliss-andheri-west-mumbai-pdpid-4d4235333335373335
r384329,Orchid Gardenia,Surat,https://www.magicbricks.com/orchid-gardenia-palanpur-surat-pdpid-4d4235333235343233
r320181,Parth Lakefront,Navi Mumbai,https://www.magicbricks.com/project-parth-lakefront-for-sale-in-navi-mumbai-pppfs
r375290,Vilas YashONE Infinitee,Pune West,https://www.magicbricks.com/project-vilas-javdekar-yashone-infinitee-3bhk-for-sale-in-pune-pppfs
r99587,Deshpande Windmill Village,Pune West,https://www.magicbricks.com/deshpande-windmill-village-bavdhan-pune-pdpid-4d4235313338303431
r430987,Kolte Canvas,Pune West,Not Found
r295453,Pyramid Elements,Navi Mumbai,https://www.magicbricks.com/pyramid-elements-airoli-navi-mumbai-pdpid-4d4235313132383239
r354304,19 East,Navi Mumbai,https://www.magicbricks.com/moreshwar-19-east-nerul-navi-mumbai-pdpid-4d4235323133353931
r416199,Platinum Devansh,Navi Mumbai,https://www.magicbricks.com/platinum-devansh-new-panvel-navi-mumbai-pdpid-4d4235343138323231
r23724,Bestech Park View Spa Next,Gurgaon,https://www.magicbricks.com/bestech-park-view-spa-next-sector-67-gurgaon-pdpid-4d4235303233333339
r376517,Prakruti Aarya,Vadodara,https://www.magicbricks.com/project-shree-prakruti-aarya-for-sale-in-vadodara-pppfs
r299,DLF Westend Heights,Bangalore South,https://www.magicbricks.com/dlf-westend-heights-begur-road-bangalore-pdpid-4d4235303937333833
r292349,Orange BCM Park,Indore,https://www.magicbricks.com/project-bcm-park-for-sale-in-indore-pppfs
r250877,Global City,Mohali,https://www.magicbricks.com/global-city-mohali-sector-124-sunny-enclave-mohali-pdpid-4d4235303836353832
r418,Amrapali Sapphire,Noida,https://www.magicbricks.com/amrapali-sapphire-sector-45-noida-pdpid-4d4235303233383633
r1259,Sunworld Vanalika,Noida,https://www.magicbricks.com/project-sunworld-vanalika-for-sale-in-noida-pppfs
r41,Mantri Tranquil,Bangalore South,https://www.magicbricks.com/mantri-tranquil-kanakapura-road-bangalore-pdpid-4d4235303030363934
r302279,Centra Greens,Ludhiana,https://www.magicbricks.com/project-centra-greens-for-sale-in-ludhiana-pppfs
r41594,Arcadia Hillocks,Dehradun,https://www.magicbricks.com/project-arcadia-hillocks-for-sale-in-dehradun-pppfs
r12300,Suncity Essel Towers,Gurgaon,https://www.magicbricks.com/essel-towers-mehrauli-gurgaon-road-gurgaon-pdpid-4d4235303030313931
r272905,Kolte Patil R16 at Life Republic,Pune West,Not Found
r6194,Microtek Greenburg,Gurgaon,https://www.magicbricks.com/microtek-greenburg-sector-86-gurgaon-pdpid-4d4235303230343235
r417156,Urban Front,Pune North,Not Found
r320997,Gini Belvista,Pune East,https://www.magicbricks.com/project-gini-belvista-for-sale-in-pune-pppfs
r4082,Gulshan Vivante,Noida,https://www.magicbricks.com/gulshan-vivante-sector-137-noida-pdpid-4d4235303130313031
r65226,Shyam Apartments,Dwarka Delhi,https://www.magicbricks.com/shyam-apartments-dwarka-sector-11-new-delhi-pdpid-4d4235303130363234
r38338,Suncity Township,Gurgaon,https://www.magicbricks.com/suncity-township-sector-54-gurgaon-pdpid-4d4235303130343437
r2690,Bhoomi Acres,Thane,https://www.magicbricks.com/project-bhoomi-acres-phase-2-for-sale-in-thane-pppfs
r382759,Madhav Opulence,Surat,https://www.magicbricks.com/project-madhav-opulence-for-sale-in-surat-pppfs
r14750,BKS Galaxy,Navi Mumbai,https://www.magicbricks.com/bks-galaxy-kharghar-navi-mumbai-pdpid-4d4235303237313336
r27710,DLF Wellington Estate,Gurgaon,https://www.magicbricks.com/project-dlf-wellington-estate-for-rent-in-gurgaon-pppfr
r17776,Mit Niketan,Western Mumbai,https://www.magicbricks.com/project-mit-niketan-2bhk-for-sale-in-mumbai-pppfs
r88315,Ruparel Vivanza,South Mumbai,https://www.magicbricks.com/propertyDetails/3-BHK-1058-Sq-ft-Multistorey-Apartment-FOR-Sale-Byculla-East-in-Mumbai&id=4d423738353630363337
r5790,Arihant Venkateshwara Green City,Pune East,https://www.magicbricks.com/green-city-hadapsar-pune-pdpid-4d4235303236353939
r548,Om The Island,Pune West,https://www.magicbricks.com/property-for-sale-in-madh-mumbai-pppfs
r271757,Lodha Casa Essenza,Western Mumbai,https://www.magicbricks.com/lodha-casa-essenza-dahisar-east-mumbai-pdpid-4d4235303030373536
r35376,Rajat Vihar,Noida,https://www.magicbricks.com/project-dda-rajat-vihar-for-sale-in-noida-pppfs
r31112,Hiranandani Woodrose,Thane,https://www.magicbricks.com/woodrose-manpada-thane-west-thane-pdpid-4d4235303337393035
r68516,ABIL Imperial Atria,Pune West,https://www.magicbricks.com/abil-imperial-atria-baner-pune-pdpid-4d4235313333353737
r420110,Opera Estate,Indore,https://www.magicbricks.com/residential-plots-land-for-sale-in-palakhedi-indore-pppfs
r402803,Lakevista at Purva Windermere,Chennai South,https://www.magicbricks.com/project-puravankara-lakevista-at-purva-windermere-2bhk-for-sale-in-chennai-pppfs
r35152,Tulip Ivory,Gurgaon,https://www.magicbricks.com/tulip-ivory-sector-70-gurgaon-pdpid-4d4235303137313539
r426154,Suraksha Springs,Bangalore South,https://www.magicbricks.com/project-suraksha-springs-3bhk-for-sale-in-bangalore-pppfs
r269461,VTP Solitaire,Pune West,https://www.magicbricks.com/vtp-solitaire-baner-pune-pdpid-4d4235303935343333
r343933,Inaaya Royal Heights,Lucknow,https://www.magicbricks.com/project-inaaya-royal-heights-for-sale-in-lucknow-pppfs
r108529,Pumarth Bliss,Indore,https://www.magicbricks.com/pumarth-meadows-indore-bypass-road-indore-pdpid-4d4235313137363133
r309383,Migsun Vilaasa,Greater Noida,https://www.magicbricks.com/migsun-vilaasa-eta-2-greater-noida-pdpid-4d4235313135373535
r405304,Landmark Avana,Gurgaon,https://www.magicbricks.com/project-landmark-avana-for-sale-in-gurgaon-pppfs
r2086,Bestech Park View Grand Spa,Gurgaon,https://www.magicbricks.com/project-park-view-grand-spa-4bhk-for-sale-in-gurgaon-pppfs
r322077,Kolte Patil Tuscan Parkland,Pune East,https://www.magicbricks.com/project-kolte-patil-tuscan-parkland-for-sale-in-pune-pppfs
r671,Pan Oasis,Noida,https://www.magicbricks.com/project-pan-oasis-for-sale-in-noida-pppfs
r40112,JP Airoli Tower 1,Navi Mumbai,https://www.magicbricks.com/project-jp-airoli-tower-1-for-sale-in-navi-mumbai-pppfs
r178281,Rihayshi CHS,Dwarka Delhi,https://www.magicbricks.com/project-rihayshi-chs-for-sale-in-new-delhi-pppfs
r63915,M3M Latitude,Gurgaon,https://www.magicbricks.com/m3m-latitude-sector-65-gurgaon-pdpid-4d4235303734383731
r304,Jaypee Greens The Pavilion Court,Noida,https://www.magicbricks.com/project-jaypee-greens-pavilion-court-for-sale-in-noida-pppfs
r64686,Kolte Patil 24K Opula,Pune West,https://www.magicbricks.com/project-kolte-patil-24k-opula-4bhk-for-sale-in-pune-pppfs
r7594,Tata Ariana,Bhubaneswar,https://www.magicbricks.com/tata-ariana-khandagiri-bhubaneswar-pdpid-4d4235303733353739
