XID,Phase,Data Point,Housing,MagicBricks,SquareYards
400436,1,Builder Experience,,30+ years,25 Years Experience
400436,1,Total Towers,,23,
400436,1,Rera Number,Not Found,,UPRERAAGT10119
400436,1,Specifications,,"Earthquake Resistant RCC Framed Structure (with latest seismic code).
Drwaing / Dining / kitchen - Vitrified tiles
All Bedrooms - Laminated wooden flooring
Balconies - Designer anti-skid tiles
Toilets - Granite stone
Internal - Fire Resistant Copper wiring in concealed PVC conduits . Modular Switches & Sockets in adequate numbers.
T.V. & Telephone points - In all Bedrooms
Exhaust Fan - In Kitchen & Toilet
Split Air Conditioner - In all bedrooms
Provision for A/C - In drawing rooms & Dining room
Geysers - In Toilets
Light Fixtures - In drawing room & Bedrooms
Fans - In drawing room & Bedrooms
Wardrobe - In all Bedrooms
Working Counter - Granite counter with Stainless steel sink fitted with R.O.
Woodwork - Modular Cabiness
Wall tile - Designer Ceramic Tiles upto 2ft. above working counter
Internal :- Designer flush doors in polish/duco paint fixed in hard wood
External :- UPVC Sliding doors & windows
Internal :- All internal walls of the room & drawing dining will be Painted by O.B.D.
External :- Most Modern and Elegant Permanent Finish with High Quality Texture Paint
Balcony:- Stainless steel/Glass Railing/RCC/Brick work /Block work
Staircase:- Mild steel
Internal P.O.P. work of punning will be done in all the rooms including Drawing & dining
For Internal Piping Corrosion free PPR/UPVC Pipes & Fittings All taps and fitting of reputed brands in C.P.
Bath fitting & ware Wash Basin, Wall mounted W/C of reputed brands In appropriate shades matching with ceramic tiles.","Master Bedroom-Walls: Others; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes, VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Others; Living Area-Flooring: Laminated Wooden; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure"
400436,1,Amenities,24X7 Water Supply Fire Sprinklers Power Backup Source_URL: https://housing.com/in/buy/projects/page/303933-ivory-county-phase-3-by-county-group-in-sector-115 Extraction_Date: 2025-04-02 13:55:44  Processing URL 1934/5207: https://housing.com/in/buy/projects/page/329604-stellar-one-phase-iii-by-stellar-springs-projects-pvt-ltd-in-noida-extension,"Club House, Coffee Lounge & Restaurants, Bar/Lounge, Outdoor Tennis Courts, Swimming Pool, Lift, Park, Reserved Parking, Banquet Hall, Gymnasium, Indoor Games Room, Library And Business Centre, Rain Water Harvesting, Multipurpose Courts, Meditation Area, Premium branded fittings, Mini Cinema Theatre, 3 Tier Security System, Kids play area, Cricket net practice, Half basketball court, Community entrance gate, Badminton court, Event Space & Amphitheatre",
400534,1,Name,Embassy Grove,Amolik Aster Woods,Amolik Aster Woods
400534,1,Location,"No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore","Sector 98, Faridabad","Sector 98, Faridabad"
400534,1,Builder Name,REDUNDANT,Amolik Group,Amolik Group
400534,1,Price Range,10.75 Cr - 12.67 Cr,6.87 Cr,Rs63.45 Lac - 1.21 Cr
400534,1,Price per Sq.Ft,,Rs 6105,
400534,1,BHK,0,3 BHK Plots,Ask for Details
400534,1,Property Type,,Residential Plot,
400534,1,Project Status,,Under Construction,Ready to Move
400534,1,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",1-Nov-22,Ask for Details
400534,1,Possession Date,0,1-Sep-27,Ask for Details
400534,1,Total Units,,,598 units
400534,1,Project Size (Acres),8 Acres,30 Acre,30 Acres
400534,1,Amenities Count,,0.0,
400534,1,USP,"Property Location No. 34 and 34 / 1 Rustumbagh Main Road, Kodihalli, Bangalore East , Bangalore Around This Project School Air Force School ASTE 7 mins (4.2 km) Hospital Cloudnine Hospital - Old Airport Road 6 mins (3.9 km) Swami Vivekananda Road Metro Station View more on Maps",,
400534,1,Builder Experience,,20 Years,
400534,1,Total Towers,,,
400534,1,Rera Number,PRM/KA/RERA/1251/446/PR/171019/000614,,660/2017/307
400534,1,Specifications,,,
400534,1,Amenities,Solar Lighting Swimming Pool Vastu Compliant Fire Sprinklers Landscaping & Tree Planting Gymnasium Fire Fighting System Squash Court Car Parking Jogging Track High-tech alarm system Indoor Games Smoke Detectors Party Lawn Club House Children's Play Area Yoga / Meditation Area Barbecue Area Automated Car Wash Lift(s) Terrace Garden 24x7 CCTV Surveillance Sun Deck Video Door Security Health Facilities Staff Quarter Conference Room Spa/Sauna/Steam Solar Water Heating Rain Water Harvesting 24x7 Security Power Backup Cafeteria Less Source_URL: https://housing.com/in/buy/projects/page/5421-embassy-grove-by-redundant-in-rustam-bagh-layout Extraction_Date: 2025-04-04 13:47:36  Processing URL 4836/5207: https://housing.com/in/buy/projects/page/7942-paramount-symphony-by-paramount-propbuild-pvt-ltd-in-crossings-republik/directions,,
400534,1,Price Range,10.75 Cr - 12.67 Cr,,Rs63.45 Lac - 1.21 Cr
400534,1,Property Type,,,
400534,1,Project Status,,,Ready to Move
400534,1,Launch Date,"Jun, 2013 Avg. Price: 22.4 K - 24.78 K/sq.ft",,Ask for Details
400534,1,Possession Date,0,,Ask for Details
401902,1,Name,,Bhagwati Elysia,Bhagwati Elysia
401902,1,Location,,"Pushpak Nagar, Navi Mumbai","Ulwe, Navi Mumbai"
401902,1,Builder Name,,Bhagwati Group,Bhagwati Group
401902,1,Price Range,,Rs 46.4 Lac - Rs 68.0 Lac,Rs40.08 Lac - 96.79 Lac
401902,1,Price per Sq.Ft,,,"Rs6,806 Per Sq. Ft"
401902,1,BHK,,"1,2 BHK Flats","1, 2, 3 BHK"
401902,1,Property Type,,Flat,
401902,1,Project Status,,Under Construction,Mid Stage
401902,1,Launch Date,,,Ask for Details
401902,1,Possession Date,,1-Apr-25,Ask for Details
401902,1,Total Units,,,446 units
401902,1,Project Size (Acres),,,0.81 Acres
401902,1,Amenities Count,,0.0,
401902,1,USP,,,"Strategically located near JNPT Road and Uran Panvel Road, Ulwe.,RERA approved residential project with two separate registrations.,Experience a healthy lifestyle with in-house gymnasium facility.,Enjoy seamless living with 24x7 power backup system.,Well-appointed master bedrooms with oil-bound distemper walls and vitrified tiles flooring.,Unwind in a thoughtfully designed residential space in Ulwe."
401902,1,Builder Experience,,23+ years,17 Years Experience
401902,1,Total Towers,,,
401902,1,Rera Number,,,A51800000454
401902,1,Specifications,,,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure
401902,1,Amenities,,,
401902,1,Possession Date,,01 April 2025,Ask for Details
402610,1,Name,M3M Antalya Hills,M3M Antalya Hills Phase II,M3M Antalya Hills
402610,1,Location,"Sector 79, New Gurgaon, Gurgaon","Sector 79, Gurgaon","Sector 79, Gurgaon"
402610,1,Builder Name,M3M INDIA PVT. LTD.,M3M India Pvt. Ltd.,M3M
402610,1,Price Range,1.54 Cr - 2.07 Cr,,Rs1.70 Cr - 2.47 Cr
402610,1,Price per Sq.Ft,,Rs 9499,"Rs14,750 Per Sq. Ft"
402610,1,BHK,"2, 2.5, 3, 3.5 BHK Apartments","2,3,4 BHK Flat, Builder Floors","2, 3 BHK"
402610,1,Property Type,,,
402610,1,Project Status,,,Under Construction
402610,1,Launch Date,"Nov, 2022 Avg. Price: 13.5 K/sq.ft",,Ask for Details
402610,1,Possession Date,"Oct, 2028",,Ask for Details
402610,1,Total Units,,2068.0,2832 units
402610,1,Project Size (Acres),24.2 Acres,52 Acre,53.8 Acres
402610,1,Amenities Count,,0.0,
402610,1,USP,Why M3M Antalya Hills ? 2.5 Bhk & 3.5 Bhk Luxury Floors Benefits Of A High Rise In A Low Rise Perks Of City Life Along With The Desire Of Being Close To Nature Robust Connectivity Nh8 I Spr I Gcre I Igi Airport Ample Health & Lifestyle Amenities View More Highlights,Every Floor has an additional room which is study room. | Every floor comes with separate Basement space as well as terrace. | 2.5 BHK & 3.5 BHK luxury floors | Benefits of a high rise in a low rise | Perks of city life along with the desire of being close to nature. | Robust Connectivity - NH8 I SPR I GCRE I IGI Airport | Ample health & lifestyle amenities | Well Appointed Multiple Clubhouses | My Zone - Your personal zone in the basement | My Aer Lounge - Own your piece of sky,
402610,1,Builder Experience,,15+ years,12 Years Experience
402610,1,Total Towers,,,
402610,1,Rera Number,"RC/REP/HARERA/GGM/650/382/2022/125, dated 23.12.2022, RC/REP/HARERA/GGM/662/394/2023/06, dated 12.01.2023, GGM/844/576/2024/71 DATED 01.07.2024",,660/2017/307
402610,1,Specifications,,"<div>
</div><div>Living/Dining-Anti Skid Tiles</div><div>Master Bedroom-Floor Vetrified tiles</div><div>Other Bedroom-2 x 2 vetrified tiles flooring with skirting in hall, dining, bedrooms and kitchen.</div><div>Toilets-Anti Skid Tiles</div><div>Balcony-Anti Skid Tiles</div>","Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
402610,1,Amenities,Cricket Pitch Volleyball Court Spa Fire Sprinklers Mini Theatre Car Parking 24X7 Water Supply Senior Citizen Siteout Indoor Games Pergola Party Lawn Sewage Treatment Plant Intercom Salon Visitor Parking 24x7 CCTV Surveillance Maintenance Staff Library Rain Water Harvesting Laundromat 24x7 Security Cafeteria Waiting Lounge Grocery Shop Sauna Bath Garbage Disposal Reflexology Park Swimming Pool Vastu Compliant Landscaping & Tree Planting Water Storage Gymnasium Manicured Garden Jogging Track Gated Community Sports Facility Lawn Tennis Court Club House Entrance Lobby Yoga / Meditation Area Barbecue Area Lift(s) Aerobics Room Creche/Day Care Badminton Court Video Door Security Restaurant Multipurpose Hall Basketball Court Paved Compound Car Wash Area Power Backup Less Source_URL: https://housing.com/in/buy/projects/page/298817-m3m-antalya-hills-by-m3m-india-pvt-ltd-in-sector-79 Extraction_Date: 2025-04-01 18:42:43  Processing URL 380/5207: https://housing.com/in/buy/projects/page/306908-bhoo-aabharana-by-bhoo-developers-in-essel-gardens,,
403842,1,Name,Adani Samsara Avasa,Adani Samsara Avasa,Adani Samsara Vilasa
403842,1,Location,"Golf Course Extension Road, Sector 63, Golf Course Extension Road, Gurgaon","Sector 63, Gurgaon","Sector 63, Gurgaon"
403842,1,Builder Name,ADANI REALTY,Adani Brahma Synergy Pvt Ltd,Adani Realty
403842,1,Price Range,4.36 Cr - 8.38 Cr,Call For Price,Rs3.94 Cr - 5.95 Cr
403842,1,Price per Sq.Ft,,Rs 15185,
403842,1,BHK,0,4 BHK Builder Floors,"3, 4 BHK"
403842,1,Property Type,,Builder Floor,
403842,1,Project Status,,Under Construction,Under Construction
403842,1,Launch Date,"May, 2023 Avg. Price: 32 K/sq.ft",1-May-23,Ask for Details
403842,1,Possession Date,"Dec, 2026",1-Dec-26,Ask for Details
403842,1,Total Units,,22.0,324 units
403842,1,Project Size (Acres),1.2 Acres,,75 Acres
403842,1,Amenities Count,,5.0,
403842,1,USP,"Why Adani Samsara Avasa? Advanced smartliving features such as home automation and FTTH facilities. Equipped with Belvedere Club covering 1,00,000 sq. ft. designed by renowned architects Woods Bagot. Four-storey private and common terraces with easy stilt parking. Convenient 5 km distance from Metro station Sector-55/56 on the Rapid Line via Behrampur Road. View More Highlights",ENTRANCE PLAZA | CRICKET PITCH | DRY DECK FOUNTAIN | CENTRAL LAWN | PERGOLA WITH SEATING | KIDS PLAY AREA | COMMON TERRACE AREA | PRIVATE TERRACE AREA,"Unparalleled connectivity with Golf Course Extension Road and Sohna Road,Integrated power backup system for seamless living,Expertly designed 3 & 4 BHK apartments with spacious layouts,Enhanced elevation and stunning architecture for a grand presence,Cutting-edge gymnasium with modern facilities for fitness enthusiasts,Acrylic Emulsion painted walls in master bedroom for durability and style"
403842,1,Builder Experience,,15+ years,31 Years Experience
403842,1,Total Towers,,17,
403842,1,Rera Number,RC/REP/HARERA/GGM/648/380/2022/123 dated 20.12.2022,,660/2017/307
403842,1,Specifications,,"FLOOR IMPORTED MARBLE
WALLS FINISHED IN ACRYLIC EMULSION PAINT
CEILING FINISHED IN ACRYLIC EMULSION PAINT
DOORS* MAIN ENTRANCE DOOR: FLUSH DOOR WITH VENEER ON BOTH SIDES
WINDOWS/GLAZING SINGLE GLASS UPVC/ALUMINIUM DOORS & WINDOWS","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Double Bowl Sink; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure"
403842,1,Amenities,Amphitheater Internet / Wi-Fi Sauna Bath Spa Garbage Disposal Swimming Pool Fountains Fire Sprinklers Landscaping & Tree Planting Gymnasium Fire Fighting System 24X7 Water Supply Car Parking Multipurpose Room Jogging Track Senior Citizen Siteout Gated Community Indoor Games Pergola Sewage Treatment Plant Club House Intercom Security Cabin Visitor Parking Lift(s) Party Hall 24x7 CCTV Surveillance Sun Deck Video Door Security Multipurpose Hall Maintenance Staff Solar Water Heating Rain Water Harvesting 24x7 Security Power Backup Less Source_URL: https://housing.com/in/buy/projects/page/295441-adani-samsara-avasa-by-adani-realty-in-sector-63 Extraction_Date: 2025-04-01 17:55:09  Processing URL 315/5207: https://housing.com/in/buy/projects/page/307275-jrc-sanzio-by-jrc-projects-pvt-ltd-in-sarjapur,"Club House, Bar/Lounge, Swimming Pool, Gymnasium, Indoor Squash & Badminton Courts",
403847,1,Name,Adore Smart City 2,Adore Smart City,Adore Smart City
403847,1,Location,"Sector 97, Faridabad","Sector 97, Faridabad","Sector 97, Faridabad"
403847,1,Builder Name,ADORE PROPBUILD LLP,Adore RealTech,Adore Realtech
403847,1,Price Range,54.0 L - 97.2 L,1.23 Cr,Rs43.20 Lac - 60.00 Lac
403847,1,Price per Sq.Ft,,Rs 1481,"Rs4,000 Per Sq. Ft"
403847,1,BHK,0,Plots,Ask for Details
403847,1,Property Type,,Residential Plot,
403847,1,Project Status,,Under Construction,Ready to Move
403847,1,Launch Date,"Jan, 2023 Avg. Price: 6 K/sq.ft",1-Oct-22,Ask for Details
403847,1,Possession Date,"Sep, 2027",1-Aug-27,Ask for Details
403847,1,Total Units,,168.0,168 units
403847,1,Project Size (Acres),10.2 Acres,8 Acre,8.17 Acres
403847,1,Amenities Count,,0.0,
403847,1,USP,"Why Adore Smart City 2? Developed under the Haryana Government scheme of the Deen Dayal Jan Awas Yojana The facilities feature a chill-out lounge, open car parking, and a children's play area Amenities include a tennis court, gymnasium, and open space for recreational activities NSVM PUBLIC SCHOOL is situated 4.9 km away Anjuli Nursing Home is located 3.8 km away",,
403847,1,Builder Experience,,10+ years,
403847,1,Total Towers,,,
403847,1,Rera Number,HRERA-PKL-FBD-400-2023,,660/2017/307
403847,1,Specifications,,,
403847,1,Amenities,Children's Play Area Tennis Court Bar/Chill-out Lounge Fire Sprinklers Visitor Parking 24x7 CCTV Surveillance Gymnasium Fire Fighting System Reserved Parking 24X7 Water Supply Car Parking Open Car Parking Street Lighting ATM 24x7 Security Power Backup Less Source_URL: https://housing.com/in/buy/projects/page/294937-adore-smart-city-2-by-adore-propbuild-llp-in-tajupur Extraction_Date: 2025-04-02 08:39:10  Processing URL 1594/5207: https://housing.com/in/buy/projects/page/315764-empire-township-by-empire-housing-and-property-in-thazhambur,,
403847,1,Price Range,54.0 L - 97.2 L,,Rs43.20 Lac - 60.00 Lac
403847,1,Property Type,,,
403847,1,Project Status,,,Ready to Move
403847,1,Launch Date,"Jan, 2023 Avg. Price: 6 K/sq.ft",,Ask for Details
403847,1,Possession Date,"Sep, 2027",,Ask for Details
403945,1,Name,Irish Platinum,Irish Platinum,
403945,1,Location,"C Block, Sector 10, Noida Extension, Noida","Vaidpura, Greater Noida",
403945,1,Builder Name,IRISH INFRASTRUCTURE PRIVATE LIMITED,Irish Group,
403945,1,Price Range,1.32 Cr - 2.43 Cr,2.72 Cr,
403945,1,Price per Sq.Ft,,Rs 8827,
403945,1,BHK,"3, 4 BHK Apartments","3,4 BHK Flats",
403945,1,Property Type,,Flat,
403945,1,Project Status,,Under Construction,
403945,1,Launch Date,"Jan, 2024 Avg. Price: 9.53 K/sq.ft",1-Jan-24,
403945,1,Possession Date,"Jan, 2029",1-Jan-29,
403945,1,Total Units,,550.0,
403945,1,Project Size (Acres),4.65 Acres,5 Acre,
403945,1,Amenities Count,,23.0,
403945,1,USP,"Property Location C Block, Sector 10, Noida Extension, Noida Around This Project School Modern School Noida Junior Wing 2 mins (0.7 km) Hospital","85% open area in Project | Half Olympic Size Swimming pool in Campus | Badminton, Tennis Court inside Campus | Largest Running 2700Sq.Ft. Residential Club of Delhi/NCR | MIVAN Construction | All Major Sports Amenities inside Campus | Ceiling height 11 feet | All doors with 8 feet height | Balcony 8 feet wide with glass & stainless steel | 4 side open project | 25Km from DND Flyway | Many Schools and Hospital Nearby | Direct Signal Free Connectivity to DND Flyway | 1Km from Planned Metro Station | 35Km from Upcoming Film City | 55 min from Upcoming Jewar Airport",
403945,1,Builder Experience,,21+ years,
403945,1,Total Towers,,4,
403945,1,Rera Number,UPRERAPRJ503189/03/2024,,
403945,1,Specifications,,"PGVT/GVT tiles (2x4) in Drawing, Dining, Kitchen and all Bedrooms. (Make -
Kajaria/Orient/Moto/Sunheart)
Anti-Skid Good Quality tiles in toilets and Balcony.
OBD Paint brand Berger/Asian or Equivalent for walls & ceiling finishes.
2' -0"" dado above the working top and 4 -6"" from the floor level on
remaining walls as an where by Ceramic tiles in Kitchen.
Granite/full body tiles Kitchen Counter
Granite /full body tiles counter washbasin in all toilets.
Wall mounted WC
CP fittings (Grohe/American standard/Kohler or Equivalent)
PGVT/GVT tiles (2x4) on walls up to false Ceiling
Outer doors & windows aluminium powder coated/UPVC.
Internal Wooden Door Frames made of Meranti or Equivalent wood
App based video door lock on main Gate.
Good quality hardware fittings godrej, door set or equivalent.
Main & Internal doors are laminated/mica Flush Shutter of 8'-0"" Height.
Copper wire in PVC conduits with MCB supported Circuits and adequate
power and light points in wall and Ceiling
Conduits for DTH connection without wire.
Intercom facilities for communication with lobby, main gate and other
apartments
Only provision of Split AC points in All Bedrooms, Drawing & Dining area.",
403945,1,Amenities,Children's Play Area Amphitheater Yoga / Meditation Area Cricket Pitch Swimming Pool Skating Rink Fountains Football Field Landscaping & Tree Planting Badminton Court Gymnasium Car Parking Squash Court 24X7 Water Supply Jogging Track Basketball Court Gated Community Paved Compound Pergola Party Lawn Power Backup Club House Billiards / Snooker Table Less Source_URL: https://housing.com/in/buy/projects/page/317382-irish-platinum-by-irish-infrastructure-private-limited-in-sector-10 Extraction_Date: 2025-04-01 18:24:11  Processing URL 354/5207: https://housing.com/in/buy/projects/page/5391-skyline-speedway-avenue-by-skyline-speedway-avenue-in-yeida,"Club House, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Visitor Parking, Banquet Hall, Gymnasium, Rain Water Harvesting, Water Storage, Indoor Squash & Badminton Courts, Meditation Area, Waste Disposal, Mini Cinema Theatre, Earth quake resistant, CCTV Camera, Kids play area, Half basketball court, Community Hall, Fire Fighting Equipment",
404068,1,Name,M3M Crown,M3M Crown Phase 1,M3M Crown
404068,1,Location,"Dwarka Expressway, Sector 111, Dwarka Expressway, Gurgaon","Sector 111, Gurgaon","Sector 111, Gurgaon"
404068,1,Builder Name,M3M INDIA PVT. LTD.,M3M India Pvt. Ltd.,M3M
404068,1,Price Range,2.95 Cr - 5.07 Cr,4.80 Cr,Rs3.19 Cr - 5.18 Cr
404068,1,Price per Sq.Ft,,Rs 12401,"Rs20,500 Per Sq. Ft"
404068,1,BHK,"2, 3, 3.5, 4, 4.5 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
404068,1,Property Type,,Flat,
404068,1,Project Status,,Under Construction,Under Construction
404068,1,Launch Date,"Nov, 2022 Avg. Price: 19 K/sq.ft",1-Feb-23,Ask for Details
404068,1,Possession Date,"Apr, 2027",1-Jan-28,Ask for Details
404068,1,Total Units,,1332.0,1332 units
404068,1,Project Size (Acres),16 Acres,16 Acre,16 Acres
404068,1,Amenities Count,,31.0,
404068,1,USP,"Why M3M Crown? Amenities include a Coffee Shop, Indoor Games, Rain Water Harvesting, Restaurant, and Mini Theater Proximity to Bamnoli Crossing Bus Stop (2.7 km) Tau Devi Lal Park is only 5 km away Nearby Schools are DPSG Palam Vihar (1.5 km) and St. Soldier School (2.5 km) View More Highlights","Most Premium Project of Dwarka Expressway | Strategically Located, First Address of Dwarka Expressway | Mesmerizing Views Overlooking Lagoons in Central Vista | 24x7 Co-Working Space, First Time in Delhi NCR | 24x7 Gym Overlooking Central Greens | Special Deck Homes for Super Premium Lifestyle Seekers | AQUA and TERRA AMUSEMENT AREAS FOR KIDS | Aqua and Terra Amusement Areas for Kids | 3-tier gated community with 24x7 accessibility | 24x7 power backup",
404068,1,Builder Experience,,15+ years,12 Years Experience
404068,1,Total Towers,,11,
404068,1,Rera Number,"GRG-PROJ-1262-2023, GGM/687/419/2023/31 DATED 02.02.2023",,660/2017/307
404068,1,Specifications,,"<div>
</div><div>Master Bedroom-Vitrified Tiles</div><div>Other Bedroom-Vitrified Tiles</div><div>Kitchen-Vitrified Tiles</div><div>Toilets-Vitrified Tiles</div><div>Balcony-Anti Skid Tiles</div><div>Exterior-Texture Paint</div><div>Toilets-Glazed Tiles</div>","Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
404068,1,Amenities,Amphitheater Cricket Pitch Spa Gazebo Fountains Fire Sprinklers Mini Theatre 24X7 Water Supply Car Parking Senior Citizen Siteout Indoor Games Shopping Mall Bowling Alley Sewage Treatment Plant Children's Play Area Theme Park Party Hall 24x7 CCTV Surveillance Library Rain Water Harvesting 24x7 Security Cafeteria Reading Lounge Sauna Bath Swimming Pool Landscaping & Tree Planting Gymnasium Flower Garden Fire Fighting System Manicured Garden School Squash Court Golf Course Jogging Track Gated Community Lawn Tennis Court Club House Entrance Lobby Yoga / Meditation Area Security Cabin Barbecue Area Lift(s) Badminton Court Terrace Garden Sun Deck Restaurant Basketball Court Paved Compound Power Backup Less Source_URL: https://housing.com/in/buy/projects/page/288734-m3m-crown-by-m3m-india-pvt-ltd-in-sector-111 Extraction_Date: 2025-04-01 21:23:14  Processing URL 597/5207: https://housing.com/in/buy/projects/page/39864-mahagun-montagge-by-mahagun-group-in-crossings-republik,"Club House, Coffee Lounge & Restaurants, Cafeteria/Food Court, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Intercom Facility, Bank & ATM, Guest Accommodation, Gymnasium, Indoor Games Room, RO Water System, Multipurpose Courts, Meditation Area, Earth quake resistant, 3 Tier Security System, Large Open space, CCTV Camera, Entry Exit Gate, Barbeque space, Kids play area, Cycling track, Half basketball court, Aesthetically designed landscape garden, Community Hall, Badminton court, Event Space & Amphitheatre",
404068,1,Price Range,2.95 Cr - 5.07 Cr,,Rs3.19 Cr - 5.18 Cr
404068,1,Property Type,,,
404068,1,Project Status,,,Under Construction
404068,1,Launch Date,"Nov, 2022 Avg. Price: 19 K/sq.ft",,Ask for Details
404068,1,Possession Date,"Apr, 2027",,Ask for Details
404068,1,Amenities Count,,0.0,
404068,1,Total Towers,,,
404068,1,Amenities,Amphitheater Cricket Pitch Spa Gazebo Fountains Fire Sprinklers Mini Theatre 24X7 Water Supply Car Parking Senior Citizen Siteout Indoor Games Shopping Mall Bowling Alley Sewage Treatment Plant Children's Play Area Theme Park Party Hall 24x7 CCTV Surveillance Library Rain Water Harvesting 24x7 Security Cafeteria Reading Lounge Sauna Bath Swimming Pool Landscaping & Tree Planting Gymnasium Flower Garden Fire Fighting System Manicured Garden School Squash Court Golf Course Jogging Track Gated Community Lawn Tennis Court Club House Entrance Lobby Yoga / Meditation Area Security Cabin Barbecue Area Lift(s) Badminton Court Terrace Garden Sun Deck Restaurant Basketball Court Paved Compound Power Backup Less Source_URL: https://housing.com/in/buy/projects/page/288734-m3m-crown-by-m3m-india-pvt-ltd-in-sector-111 Extraction_Date: 2025-04-01 21:23:14  Processing URL 597/5207: https://housing.com/in/buy/projects/page/39864-mahagun-montagge-by-mahagun-group-in-crossings-republik,,
404456,1,Name,Signature Global City 93,Signature Global City 93,Signature Global City 93
404456,1,Location,"Sector 93, New Gurgaon, Gurgaon","Sector 93, Gurgaon","Sector 93, Gurgaon"
404456,1,Builder Name,SIGNATURE GLOBAL BUILDERS PVT. LTD.,Signature Global,Signature Global
404456,1,Price Range,1.11 Cr - 1.73 Cr,1.79 Cr,Rs1.28 Cr - 2.04 Cr
404456,1,Price per Sq.Ft,,Rs 6955,
404456,1,BHK,"2, 3, 3.5 BHK Apartments","2,3 BHK Builder Floors","2, 3 BHK"
404456,1,Property Type,,Builder Floor,
404456,1,Project Status,,Under Construction,Under Construction
404456,1,Launch Date,"Feb, 2023 Avg. Price: 11.31 K/sq.ft",1-Jan-23,Ask for Details
404456,1,Possession Date,"Aug, 2026",1-Nov-27,Ask for Details
404456,1,Total Units,,948.0,1246 units
404456,1,Project Size (Acres),9.3 Acres,17 Acre,17.31 Acres
404456,1,Amenities Count,,12.0,
404456,1,USP,"Why Signature Global City 93? The Shri Ram School Aravali within 2 km, offering world-class education DLF Mega Mall within 4 km, offering a variety of shopping and dining options Medanta - The Medicity within 5 km, providing advanced healthcare facilities Indira Gandhi International Airport within 20 km, ensuring easy connectivity The property is equipped with backup power and fire sprinklers for added security","Luxury Independent Floors with Dedicated Elevators | Easy Connectivity To NH8, Dwarka Expressway, SPR & More | 11.5 Feet High Stilt Parking | 2 Km Long Jogging Track | Bang On 84 Meter Wide Road | Terrace Garden With Roof Rights | Extra Space For Work From Home Office",
404456,1,Builder Experience,,11+ years,19 Years Experience
404456,1,Total Towers,,55,
404456,1,Rera Number,"RC/REP/HARERA/GGM/682/414/2023/26, RC/REP/HARERA/GGM/681/413/2023/25",,660/2017/307
404456,1,Specifications,,"Luxury Independent Floors with Dedicated Elevators
Easy Connectivity To NH8, Dwarka Expressway, SPR & More
11.5 Feet High Stilt Parking
2 Km Long Jogging Track
Bang On 84 Meter Wide Road
Terrace Garden With Roof Rights
Extra Space For Work From Home Office",Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure
