XID,URL,Project Name,Phase,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
399000,https://www.squareyards.com/gurgaon-residential-property/ats-homekraft-bonheur-avenue/188776/project,ATS Homekraft Bonheur Avenue,Square Yards  Phase 1,"Sohna Sector 35, Gurgaon",Rs1.38 Cr - 2.75 Cr,N/A,Ready to Move,Ask for Details,900 Sq. Ft to 1798 Sq. Ft (Saleable),ATS,276 units,9 Acres,Ask for Details,Ask for Details,Sohna Sector 35,Sohna,"Stylized apartments near Sohna Road, Gurgaon.,Easy access to Delhi Mumbai Expressway and Sohna Road.,Spacious apartments in Sector 35, Sohna, Gurgaon.,Premium amenities like gymnasium, reading room and 24x7 water supply.,Rera certified projects GGM/606/338/2022/81, GGM/725/457/2023/69, GGM/712/444/2023/56.",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,660/2017/307,N/A,Gymnasium; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track,24*7 Water Supply,24 x 7 Security,Normal Park / Central Green,Reading Room/Library; Amphitheater; Senior Citizen Area
400534,https://www.squareyards.com/faridabad-residential-property/amolik-aster-woods/217581/project,Amolik Aster Woods,Square Yards  Phase 1,"Sector 98, Faridabad",Rs63.45 Lac - 1.21 Cr,N/A,Ready to Move,Ask for Details,846 Sq. Ft to 1611 Sq. Ft (Saleable),Amolik Group,598 units,30 Acres,Ask for Details,Ask for Details,Sector 98,Neharpar Phase 1,,https://www.squareyards.com/amolik-group-projects/9720/builder,N/A,7,N/A,660/2017/307,N/A,Kids' Play Areas / Sand Pits; Yoga Areas,24*7 Water Supply,24 x 7 Security,Large Green Area,N/A
405181,https://www.squareyards.com/gurgaon-residential-property/m3m-golf-hills/220071/project,M3M Golf Hills,Square Yards  Phase 1,"Sector 79, Gurgaon",Rs3.67 Cr - 4.36 Cr,"Rs16,250 Per Sq. Ft",Under Construction,"3, 4 BHK",2260 Sq. Ft to 2685 Sq. Ft (Saleable),M3M,1899 units,53.38 Acres,Ask for Details,Ask for Details,Sector 79,New Gurgaon,"The Aravalli foothills surround this project,Well-connected with Western Peripheral Expressway,Absolutely accessible from Dwarka Expressway,Only about 6 kilometres away from IGI Airport,Spread over 53.38 acres with plenty of open spaces and expertly planned units,Provides 3 and 4 BHK layouts between 2,260 sq. ft. and 2,685 sq. ft.,Constructed by M3M, which has a good history of delivering quality ventures,Placed amidst multiple shopping facilities and entertainment hubs, for an enriched life quotient,Boasts a 9-hole golf club and a clubhouse, affording residents world-class recreational amenities",https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,11,43,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Mini Theatre; Party Hall; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Senior Citizen Area
213249,https://www.squareyards.com/gurgaon-residential-property/godrej-101/5792/project,Godrej 101,Square Yards  Phase 1,"Sector 79, Gurgaon",Rs2.19 Cr - 3.70 Cr,"Rs15,649 Per Sq. Ft",Partially Ready To Move,"2, 3 BHK",1383 Sq. Ft to 2366 Sq. Ft (Saleable),Godrej,890 units,13 Acres,Ask for Details,Ask for Details,Sector 79,New Gurgaon,,https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,61,150,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting; Rappelling/Rock Climbing; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Dance Room; Reading Room/Library; Sauna; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi
371039,https://www.squareyards.com/navi-mumbai-residential-property/bhagwati-greens-2/102513/project,Bhagwati Greens 2,Square Yards  Phase 1,"Kharghar, Navi Mumbai",Rs1.35 Cr - 2.80 Cr,"Rs14,098 Per Sq. Ft",Mid Stage,"2, 3 BHK",484 Sq. Ft to 763 Sq. Ft (Carpet),Bhagwati Group,186 units,2 Acres,Ask for Details,Ask for Details,Kharghar,CBD Belapur,,https://www.squareyards.com/bhagwati-group-projects/1038/builder,17 Years Experience,2,23,A51800000454,Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Kids' Play Areas / Sand Pits; Jogging / Cycle Track,Power Backup; High Speed Elevators; Lift,24 x 7 Security; Intercom Facility,Normal Park / Central Green,Party Hall; Clubhouse; Indoor Games
331815,https://www.squareyards.com/navi-mumbai-residential-property/akshar-one-akshar/13670/project,Akshar One Akshar,Square Yards  Phase 1,"Sanpada, Navi Mumbai",Rs9.00 Cr - 13.20 Cr,N/A,Under Construction,4 BHK,1196 Sq. Ft to 1785 Sq. Ft (Carpet),Akshar,68 units,1.21 Acres,Ask for Details,"Jan 27, 2020",Sanpada,Vashi,"Furnished with Acrylic Emulsion walls for easy maintenance.,Well-connected to Sion Panvel Highway and Palm Beach Road North.,Enjoy power backup for continuous living comfort.,State-of-the-art gymnasium for a healthy lifestyle.,Easy access to recreational spaces and facilities.",https://www.squareyards.com/akshar-projects/550/builder,24 Years Experience,5,28,A51800000454,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Jacuzzi, Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa
375092,https://www.squareyards.com/thane-residential-property/provident-palmvista/103956/project,Provident Palmvista,Square Yards  Phase 1,"Daighar Gaon, Thane",Rs49.49 Lac - 1.12 Cr,"Rs9,652 Per Sq. Ft",Under Construction,"1, 2 BHK",395 Sq. Ft to 811 Sq. Ft (Carpet),Provident Housing Limited,992 units,16 Acres,Ask for Details,Ask for Details,Daighar Gaon,Dombivli,"Centrally located in Daighar Gaon, near NH 4 and KalyanShil Road,Explore exclusive 1, 2 BHK apartments with modern basics,Experience luxurious living with power backup and gym facilities,Magnificent oil-bound distemper finish in master bedroom walls,Elegant and spacious apartments starting from 395 Sq. Ft.,Register your property under Provident Palmvista RERA certified projects,Get detailed information on Provident Palmvista in our project knowledge PDF",https://www.squareyards.com/provident-housing-limited-projects/485/builder,10 Years Experience,6,28,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Day Care Center; Pet Area; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance,Large Green Area,Cafe / Coffee Bar; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games
377897,https://www.squareyards.com/navi-mumbai-residential-property/bhagwati-elysia/143592/project,Bhagwati Elysia,Square Yards  Phase 1,"Ulwe, Navi Mumbai",Rs40.08 Lac - 96.79 Lac,"Rs6,806 Per Sq. Ft",Mid Stage,"1, 2, 3 BHK",371 Sq. Ft to 896 Sq. Ft (Carpet),Bhagwati Group,446 units,0.81 Acres,Ask for Details,Ask for Details,Ulwe,Panvel,"Strategically located near JNPT Road and Uran Panvel Road, Ulwe.,RERA approved residential project with two separate registrations.,Experience a healthy lifestyle with in-house gymnasium facility.,Enjoy seamless living with 24x7 power backup system.,Well-appointed master bedrooms with oil-bound distemper walls and vitrified tiles flooring.,Unwind in a thoughtfully designed residential space in Ulwe.",https://www.squareyards.com/bhagwati-group-projects/1038/builder,17 Years Experience,2,23,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
388006,https://www.squareyards.com/navi-mumbai-residential-property/paradise-sai-suncity/167325/project,Paradise Sai Suncity,Square Yards  Phase 1,"Ghot, Navi Mumbai",Rs42.00 Lac - 75.00 Lac,"Rs8,627 Per Sq. Ft",Under Construction,"1, 2 BHK",350 Sq. Ft to 717 Sq. Ft (Carpet),Paradise,2148 units,27 Acres,Ask for Details,Ask for Details,Ghot,Panvel,"Introducing Paradise Sai Suncity, Ghot premier residential haven,Enjoy seamless connectivity via NH 4 and MIDC Road,Experience luxury living with world-class amenities like power backup,Choose from 1BHK and 2BHK options with varying sq. ft. areas,Savor the perfect blend of comfort and style with plastic emulsion walls,Invest in a future-proof project with approved RERA certification",https://www.squareyards.com/paradise-projects/366/builder,29 Years Experience,4,38,A51800000454,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Solar Lighting; Large Green Area,Dance Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Jacuzzi; Hypermarket; Senior Citizen Area
405789,https://www.squareyards.com/navi-mumbai-residential-property/pacific-one-pyramid/220426/project,Pacific One Pyramid,Square Yards  Phase 1,"Sector 8 Airoli, Navi Mumbai",Rs1.59 Cr - 2.93 Cr,N/A,Under Construction,"2, 3 BHK",684 Sq. Ft to 1260 Sq. Ft (Carpet),Pacific Properties,68 units,0.44 Acres,Ask for Details,Ask for Details,Sector 8 Airoli,Airoli,,https://www.squareyards.com/pacific-properties-projects/7271/builder,N/A,1,1,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Volleyball; Yoga Areas; Jogging / Cycle Track; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; High Speed Elevators; Podium Parking; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Normal Park / Central Green,Cafe / Coffee Bar; Reading Room/Library; Party Hall; Indoor Games; Jacuzzi
433863,https://www.squareyards.com/navi-mumbai-residential-property/kamdhenu-crown/312364/project,Kamdhenu Crown,Square Yards  Phase 1,"Sector 19 Sanpada, Navi Mumbai",Rs2.99 Cr - 8.67 Cr,N/A,New Launch,"2, 3, 5 BHK",849 Sq. Ft to 2465 Sq. Ft (Carpet),Kamdhenu,84 units,0.87 Acres,Ask for Details,Ask for Details,Sector 19 Sanpada,Vashi,"Unbeatable connectivity to Palm Beach Marg, just 0.2 km away.,Near Mumbai-Pune National Highway for seamless travel.,Elevate your lifestyle with state-of-the-art power backup facilities.,Stay fit with a well-equipped gymnasium for all residents.,Experience luxurious living with oil-bound distemper master bedrooms.",https://www.squareyards.com/kamdhenu-projects/1157/builder,64 Years Experience,6,14,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track,Power Backup; AC Waiting Lobby; Treated Water Supply; 24*7 Water Supply; Service Elevators; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Normal Park / Central Green,Sauna; Amphitheater; Indoor Games; Spa
1239,https://www.squareyards.com/faridabad-residential-property/bptp-parkland-pride/452/project,BPTP Parkland Pride,Square Yards  Phase 1,"Sector 77, Faridabad",Rs65.00 Lac - 1.06 Cr,N/A,Ready to Move,"3, 4 BHK",1103 Sq. Ft to 1803 Sq. Ft (Saleable),BPTP,660 units,102.86 Acres,Ask for Details,Ask for Details,Sector 77,Neharpar Phase 2,"Affordable homes at strategic Sector 77 location.,Convenient connectivity to Faridabad Bypass Road, Tigaon Road.,RsERA-certified project - HRERA-PKL-FBD-272-2021,Stay fit with 24x7 Power Backup facility.,Luxurious living with high-quality Plastic Emulsion paint and Laminated Wooden flooring.",https://www.squareyards.com/bptp-projects/24/builder,16 Years Experience,4,64,660/2017/307,Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Reading Room/Library; Party Hall; Clubhouse; Indoor Games
1239,https://www.squareyards.com/faridabad-residential-property/bptp-parkland-pride-phase-2/113321/project,BPTP Parkland Pride Phase 2,Square Yards  Phase 2,"Sector 77, Faridabad",Rs65.00 Lac,N/A,Under Construction,3 BHK,1103 Sq. Ft to 2133 Sq. Ft (Saleable),BPTP,152 units,19.96 Acres,Ask for Details,Ask for Details,Sector 77,Neharpar Phase 2,"Strategically located in Sector 77, Faridabad, for easy connectivity.,Fully-fledged infrastructure along Faridabad Bypass Road and Tigaon Road.,RERA certified project HRERA-PKL-FBD-272-2021 for secure investment.,Top-notch amenities for a luxurious and comfortable lifestyle.,Luxurious apartments with modern specifications and impressive views.",https://www.squareyards.com/bptp-projects/24/builder,16 Years Experience,4,64,660/2017/307,Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Clubhouse; Indoor Games
428412,https://www.squareyards.com/gurgaon-residential-property/signature-global-titanium-spr/249570/project,Signature Global Titanium SPR,Square Yards  Phase 1,"Sector 71, Gurgaon",Rs4.73 Cr - 6.43 Cr,"Rs17,000 Per Sq. Ft",New Launch,"3, 4 BHK",2780 Sq. Ft to 3780 Sq. Ft (Saleable),Signature Global,608 units,22.5 Acres,Ask for Details,Ask for Details,Sector 71,Southern Peripheral Road,"Versatile Connectivity and Accessibility,Sky High Luxury & Expansive Township,Natural Harmony & Sunshine in Each Balcony,Rising Demands & Property Prices,Located in Sector 71, Gurgaon, with smooth connectivity to NH-8, CPR, SPR, and Golf Course Extension Road,Forms part of a sprawling 125-acre development, with the first phase consisting of 14.382 acres,Comprises 40-story tall towers offering breathtaking city views,Provides 3.5 BHK (about 2,780 sq. ft.) and 4.5 BHK (about 3,780 sq. ft.) units with large decks,Imported marble flooring, anti-skid vitrified tiles, VRV/VRF air conditioning systems, and smart home technology for lights, curtains, and security",https://www.squareyards.com/signature-global-projects/3175/builder,19 Years Experience,10,43,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool,Power Backup; AC Waiting Lobby; Treated Water Supply; Medical Facility; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Service Elevators; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smoke/Heat Sensors; Intercom Facility; Video Phone; Emergency Rescue / Alarms; Entertainment Zone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Mini Theatre; Reading Room/Library; Party Hall; Cards Room; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Food Court; Senior Citizen Area
404456,https://www.squareyards.com/gurgaon-residential-property/signature-global-city-93/216130/project,Signature Global City 93,Square Yards  Phase 1,"Sector 93, Gurgaon",Rs1.28 Cr - 2.04 Cr,N/A,Under Construction,"2, 3 BHK",981 Sq. Ft to 1530 Sq. Ft (Saleable),Signature Global,1246 units,17.31 Acres,Ask for Details,Ask for Details,Sector 93,New Gurgaon,,https://www.squareyards.com/signature-global-projects/3175/builder,19 Years Experience,10,43,660/2017/307,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Medical Facility; Laundromat; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Multi Brand Retail
405663,https://www.squareyards.com/navi-mumbai-residential-property/satyam-altura/210302/project,Satyam Altura,Square Yards  Phase 1,"Sanpada Sector 7, Navi Mumbai",Rs2.38 Cr - 4.39 Cr,N/A,Under Construction,"2, 3 BHK",704 Sq. Ft to 1297 Sq. Ft (Carpet),Satyam Builders,74 units,0.49 Acres,Ask for Details,Ask for Details,Sanpada Sector 7,Vashi,"Strategically located near Sion Panvel Highway and Palm Beach Marg for easy connectivity,Approved by MahaRERA with registration number P51700047665,Enjoy luxurious amenities like kids play areas and sand pits,Reliable power backup for uninterrupted living,Well-furnished master bedroom with oil-bound distemper walls and vitrified tiles flooring,Situated in Sanpada Sector 7 for a peaceful and serene living experience",https://www.squareyards.com/satyam-builders-projects/2294/builder,N/A,2,10,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Normal Park / Central Green,Indoor Games
426520,https://www.squareyards.com/gurgaon-residential-property/conscient-parq/247842/project,Conscient Parq,Square Yards  Phase 1,"Sector 80, Gurgaon",Rs3.09 Cr - 4.53 Cr,"Rs15,900 Per Sq. Ft",New Launch,"3, 4 BHK",1945 Sq. Ft to 2850 Sq. Ft (Saleable),Conscient,528 units,5.6 Acres,Ask for Details,Ask for Details,Sector 80,New Gurgaon,"Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes",https://www.squareyards.com/conscient-projects/31/builder,4 Years Experience,6,11,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Indoor Games; Luxurious Clubhouse
401902,https://www.squareyards.com/navi-mumbai-residential-property/bhagwati-elysia/143592/project,Bhagwati Elysia,Square Yards  Phase 1,"Ulwe, Navi Mumbai",Rs40.08 Lac - 96.79 Lac,"Rs6,806 Per Sq. Ft",Mid Stage,"1, 2, 3 BHK",371 Sq. Ft to 896 Sq. Ft (Carpet),Bhagwati Group,446 units,0.81 Acres,Ask for Details,Ask for Details,Ulwe,Panvel,"Strategically located near JNPT Road and Uran Panvel Road, Ulwe.,RERA approved residential project with two separate registrations.,Experience a healthy lifestyle with in-house gymnasium facility.,Enjoy seamless living with 24x7 power backup system.,Well-appointed master bedrooms with oil-bound distemper walls and vitrified tiles flooring.,Unwind in a thoughtfully designed residential space in Ulwe.",https://www.squareyards.com/bhagwati-group-projects/1038/builder,17 Years Experience,2,23,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
422937,https://www.squareyards.com/gurgaon-residential-property/krisumi-waterside-residences/247870/project,Krisumi Waterside Residences,Square Yards  Phase 1,"Sector 36A, Gurgaon",Rs3.65 Cr - 12.32 Cr,N/A,New Launch,"2, 3, 4 BHK",1740 Sq. Ft to 5867 Sq. Ft (Saleable),Krisumi Corporation,720 units,5.09 Acres,Ask for Details,Ask for Details,Sector 36A,Dwarka Expressway,"Strategically located near NH 8 and Dwarka Expressway for seamless connectivity.,Luxurious amenities including gymnasium, power backup, and 24x7 security.,Unparalleled water harvesting system, perfect for eco-friendly living.,Spacious master bedrooms with acrylic emulsion walls and VRV AC fittings.,Opportunity to own a 2.5 acres of serene surroundings in Sector 36A.",https://www.squareyards.com/krisumi-corporation-projects/3210/builder,N/A,1,N/A,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Fittings & Fixtures: VRV AC Fittings; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure; Master Bedroom-Flooring: Engineered Wooden; Other Bedrooms-Flooring: Engineered Wooden",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; PNG; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Service Elevators,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse
