XID,URL,Project Name,Phase,Builder Name,Location,Price Range,Price per Sqft,Configurations,Completion Date,Unit Size Range,Project Size,Launch Date,RERA Number,Total Number of Units,USP,BHK,Amenity Count,Amenities,Specifications,Photo Count,Video Count,Rating count,Price Trend,Builder URL,Builder Experience,Total Projects,Ongoing Projects,Past Projects,Builder Info
391580,https://www.squareyards.com/gurgaon-residential-property/dlf-the-grove/130079/project,DLF The Grove,Single phase,DLF,"Sector 54, Gurgaon",Rs7.30 Cr - 14.46 Cr,N/A,"4, 5 BHK Ind Floor",Ask for Details,2286 Sq. Ft to 4527 Sq. Ft (Saleable),5.3 Acres,Ask for Details,660/2017/307,292 units,,"4, 5 BHK",22,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Emergency Rescue / Alarms; Power Backup; Home Automation; Treated Water Supply; 24*7 Water Supply; Lift; Party Hall; Clubhouse; Indoor Games; Gymnasium; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Double Glazed Windows, VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Indian Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Premium Bath Fittings; Structure: Seismic Zone IV Compliant",21,0,N/A,"₹ 24,455
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/dlf-projects/36/builder,70 Years Experience,153,9,129,"DLF is a celebrated real-estate firm with a legacy of over 75 years having flourished many exemplary real-estate projects across India. DLF Company has manifested in an iconic realty firm which develops marvellous pieces all over India. The considerable mission taken up by DLF is to cater management, investment and estate development with highest expertise."
399000,https://www.squareyards.com/gurgaon-residential-property/ats-homekraft-bonheur-avenue/188776/project,ATS Homekraft Bonheur Avenue,Single phase,ATS,"Sohna Sector 35, Gurgaon",Rs1.38 Cr - 2.75 Cr,N/A,900 Sq. Ft. to 1798 Sq. Ft. (Saleable),Ask for Details,900 Sq. Ft to 1798 Sq. Ft (Saleable),9 Acres,Ask for Details,660/2017/307,276 units,"Stylized apartments near Sohna Road, Gurgaon.,Easy access to Delhi Mumbai Expressway and Sohna Road.,Spacious apartments in Sector 35, Sohna, Gurgaon.,Premium amenities like gymnasium, reading room and 24x7 water supply.,Rera certified projects GGM/606/338/2022/81, GGM/725/457/2023/69, GGM/712/444/2023/56.",Ask for Details,14,Reading Room/Library; Amphitheater; Senior Citizen Area; Gymnasium; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; 24 x 7 Security; 24*7 Water Supply; Normal Park / Central Green,N/A,14,0,1 Rating,"₹ 7,435
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,48,19,26,The ATS Group is a reputed real estate conglomerate in the country and is held symbolic with customer centric housing and quality. The Group is known for its emphasis on supreme craftsmanship and innovative project designs. The Group was founded 16 years ago and has delivered multiple world class projects till date.
403842,https://www.squareyards.com/gurgaon-residential-property/adani-samsara-vilasa/14119/project,Adani Samsara Vilasa,Single phase,Adani Realty,"Sector 63, Gurgaon",Rs3.94 Cr - 5.95 Cr,N/A,"3, 4 BHK Ind Floor",Ask for Details,1800 Sq. Ft to 2750 Sq. Ft (Saleable),75 Acres,Ask for Details,660/2017/307,324 units,"Unparalleled connectivity with Golf Course Extension Road and Sohna Road,Integrated power backup system for seamless living,Expertly designed 3 & 4 BHK apartments with spacious layouts,Enhanced elevation and stunning architecture for a grand presence,Cutting-edge gymnasium with modern facilities for fitness enthusiasts,Acrylic Emulsion painted walls in master bedroom for durability and style","3, 4 BHK",24,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Party Hall; Indoor Games; Luxurious Clubhouse; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Double Bowl Sink; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",31,0,1 Rating,"₹ 16,892
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/adani-realty-projects/4/builder,31 Years Experience,43,11,32,"Founded in 1988, Adani Realty is one of India's leading real estate developers. Committed to excellence, the prestigious builder company has multiple ongoing real estate projects in various tier-1 cities from Gurgaon, Mumbai, Pune, and Ahmedabad."
404068,https://www.squareyards.com/gurgaon-residential-property/m3m-crown/214724/project,M3M Crown,Single phase,M3M,"Sector 111, Gurgaon",Rs3.19 Cr - 5.18 Cr,"Rs20,500 Per Sq. Ft","3, 4 BHK Flats",Ask for Details,1555 Sq. Ft to 2525 Sq. Ft (Saleable),16 Acres,Ask for Details,660/2017/307,1332 units,"High-rise with beautiful external lighting,A 5-star Clubhouse,Swimming Pool,Biometrics and Surveillance","3, 4 BHK",33,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting; Rappelling/Rock Climbing; Gazebo; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Large Green Area; Power Backup; AC Waiting Lobby; Pet Area; 24*7 Water Supply; Lift; Mini Theatre; Reading Room/Library; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Senior Citizen Area,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",17,0,2 Ratings,"₹ 18,495
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,43,11,43,"Founded by Sh. Basant Bansal, M3M is one of the renowned real estate developers in the current Indian market. It has created a reputation for identifying emerging real estate markets. The M3M has recognised aspirations in lifestyle evolution. M3M has the potential to provide the perfect luxury and living experience as all the projects are strategically designed and located. In less than a decade, M3M has emerged as one of the leading real estate developers in India. The projects are on a fast track, creating architectural masterpieces and bringing innovation to the real estate market. Moreover, the M3M is shaping India with the vision of innovation. The renowned group has launched iconic projects that are being strategically designed and developed by top-notch professionals."
404456,https://www.squareyards.com/gurgaon-residential-property/signature-global-city-93/216130/project,Signature Global City 93,Single phase,Signature Global,"Sector 93, Gurgaon",Rs1.28 Cr - 2.04 Cr,N/A,"2, 3 BHK Ind Floor",Ask for Details,981 Sq. Ft to 1530 Sq. Ft (Saleable),17.31 Acres,Ask for Details,660/2017/307,1246 units,"Clubhouse,Top-Class Real Estate Developers,Reflexology Path,Easy Connectivity to NH-48","2, 3 BHK",32,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Power Backup; Treated Water Supply; Medical Facility; Laundromat; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Multi Brand Retail; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,29,0,1 Rating,"₹ 10,322
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/signature-global-projects/3175/builder,19 Years Experience,54,10,43,"Signature Global Company was started in 2014 via its subsidiary Signature Builders Private Limited. The first project was the launch of the Solera project in Gurugram, Haryana."
404772,https://www.squareyards.com/gurgaon-residential-property/central-park-the-orchard/217447/project,Central Park The Orchard,Single phase,Central Park Group,"Sohna Sector 33, Gurgaon",Rs4.26 Cr - 8.30 Cr,"Rs20,000 Per Sq. Ft","3, 4 BHK Ind Floor",Ask for Details,2129 Sq. Ft to 4150 Sq. Ft (Saleable),4.12 Acres,Ask for Details,660/2017/307,284 units,",,,","3, 4 BHK",45,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting; Rappelling/Rock Climbing; Gazebo; Massage Room; Dance Room; Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Indoor Games; Spa; Jacuzzi; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Power Backup; Restaurant; Home Automation; Treated Water Supply; Day Care Center; Pet Area; 24*7 Water Supply; ATM's; Lift,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Plastic Emulsion; Living Area-Flooring: Italian/Imported Marble; Ceilings: PoP Design / Punning; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Jacuzzi, Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",11,0,N/A,"₹ 12,148
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/central-park-group-projects/21/builder,13 Years Experience,17,2,14,"Central Park is a leading name in the country when it comes to the real estate industry in the National Capital Region. Property by Central Park is highly coveted by aspiring buyers in this area on account of the company’s commitment to quality and its core competencies that cover every aspect of the project cycle -- from land acquisition to design, planning, architecture, marketing and construction. The company specializes in building aesthetically appealing structures that adhere to the strictest quality and construction standards. Global quality standards and principles are given high importance at the company. The company has successfully developed in excess of 10.9 million sq.ft. and has embarked on projects that cover an additional 65 million sq.ft. spanning across sectors like hospitality, residential, commercial, leisure and recreation. One of the UK’s biggest investment firms, Ashmore Associates LLC, is a stakeholder in the company as well. The company is owned by Sweta Estates Private Limited which is the brainchild of Mr. Kanwaljit Singh Bakshi and Amarjit Singh Bakshi. The company has its own corporate office in Gurgaon and aims at covering several Indian states in the near future with its pioneering offerings."
405181,https://www.squareyards.com/gurgaon-residential-property/m3m-golf-hills/220071/project,M3M Golf Hills,Single phase,M3M,"Sector 79, Gurgaon",Rs3.67 Cr - 4.36 Cr,"Rs16,250 Per Sq. Ft","3, 4 BHK Flats",Ask for Details,2260 Sq. Ft to 2685 Sq. Ft (Saleable),53.38 Acres,Ask for Details,660/2017/307,1899 units,"The Aravalli foothills surround this project,Well-connected with Western Peripheral Expressway,Absolutely accessible from Dwarka Expressway,Only about 6 kilometres away from IGI Airport,Spread over 53.38 acres with plenty of open spaces and expertly planned units,Provides 3 and 4 BHK layouts between 2,260 sq. ft. and 2,685 sq. ft.,Constructed by M3M, which has a good history of delivering quality ventures,Placed amidst multiple shopping facilities and entertainment hubs, for an enriched life quotient,Boasts a 9-hole golf club and a clubhouse, affording residents world-class recreational amenities","3, 4 BHK",36,Mini Theatre; Party Hall; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse; Senior Citizen Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",28,2,7 Ratings,"₹ 14,426
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,43,11,43,"Founded by Sh. Basant Bansal, M3M is one of the renowned real estate developers in the current Indian market. It has created a reputation for identifying emerging real estate markets. The M3M has recognised aspirations in lifestyle evolution. M3M has the potential to provide the perfect luxury and living experience as all the projects are strategically designed and located. In less than a decade, M3M has emerged as one of the leading real estate developers in India. The projects are on a fast track, creating architectural masterpieces and bringing innovation to the real estate market. Moreover, the M3M is shaping India with the vision of innovation. The renowned group has launched iconic projects that are being strategically designed and developed by top-notch professionals."
405529,https://www.squareyards.com/gurgaon-residential-property/navraj-the-antalyas/228575/project,Navraj The Antalyas,Single phase,Navraj Infratech,"Sector 37D, Gurgaon",Rs2.43 Cr - 2.81 Cr,"Rs11,750 Per Sq. Ft","3, 4 BHK Flats",Ask for Details,2071 Sq. Ft to 2390 Sq. Ft (Saleable),5.43 Acres,Ask for Details,660/2017/307,200 units,,"3, 4 BHK",30,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Restaurant; Treated Water Supply; Pet Area; 24*7 Water Supply; Party Lawn; Large Green Area; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Senior Citizen Area,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,34,2,N/A,"₹ 10,413
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/navraj-infratech-projects/19313/builder,N/A,2,2,N/A,N/A
419936,https://www.squareyards.com/gurgaon-residential-property/godrej-aristocrat/235556/project,Godrej Aristocrat,Single phase,Godrej,"Sector 49, Gurgaon",Rs3.63 Cr - 7.52 Cr,N/A,"2, 3, 4 BHK Flats",Ask for Details,1651 Sq. Ft to 3416 Sq. Ft (Saleable),10 Acres,Ask for Details,660/2017/307,857 units,",,,,","2, 3, 4 BHK",34,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; Senior Citizen Area; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure,23,0,N/A,"₹ 21,695
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,182,61,150,"Real estate firm Godrej Properties Limited is headquartered in Mumbai, India. The company was established in 1990 by Adi Godrej and is a division of Godrej Industries Limited. Currently, the company is working on projects expected to total more than 89.7 million square feet."
422426,https://www.squareyards.com/gurgaon-residential-property/godrej-zenith/246428/project,Godrej Zenith,Single phase,Godrej,"Sector 89, Gurgaon",Rs2.06 Cr - 6.12 Cr,N/A,"2, 3, 4 BHK Flats",Ask for Details,1085 Sq. Ft to 3221 Sq. Ft (Saleable),14.2 Acres,Ask for Details,660/2017/307,1547 units,",,,,,,,,","2, 3, 4 BHK",26,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Party Hall; Clubhouse; Amphitheater; Indoor Games; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,25,0,5 Ratings,"₹ 15,427
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,182,61,150,"Real estate firm Godrej Properties Limited is headquartered in Mumbai, India. The company was established in 1990 by Adi Godrej and is a division of Godrej Industries Limited. Currently, the company is working on projects expected to total more than 89.7 million square feet."
422937,https://www.squareyards.com/gurgaon-residential-property/krisumi-waterside-residences/247870/project,Krisumi Waterside Residences,Single phase,Krisumi Corporation,"Sector 36A, Gurgaon",Rs3.65 Cr - 12.32 Cr,N/A,"2, 3, 4 BHK Flats",Ask for Details,1740 Sq. Ft to 5867 Sq. Ft (Saleable),5.09 Acres,Ask for Details,660/2017/307,720 units,",,,,","2, 3, 4 BHK",30,Power Backup; PNG; AC Waiting Lobby; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Service Elevators; Party Hall; Amphitheater; Indoor Games; Luxurious Clubhouse; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Fittings & Fixtures: VRV AC Fittings; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure; Master Bedroom-Flooring: Engineered Wooden; Other Bedrooms-Flooring: Engineered Wooden",20,0,N/A,"₹ 20,312
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/krisumi-corporation-projects/3210/builder,N/A,2,1,N/A,"Krisumi Corporation, an esteemed collaboration between Sumitomo Corporation and Krishna Group, brings you a groundbreaking real estate project in the bustling city of Gurgaon. With a commitment to excellence and a rich legacy of 400 years, this venture combines the best of Japanese expertise with Indian innovation.The name Krisumi itself represents the essence of this project, stemming from the fusion of Kriya a Sanskrit word symbolizing creation, and Sumi, a Japanese term encapsulating fine living. Embodying this spirit, Krisumi Corporation aims to create homes that epitomize Japanese craftsmanship and modern design suited for the evolving contemporary lifestyle.Drawing inspiration from the Japanese concept of utilitarian and minimalistic aesthetics, Krisumi Corporation is dedicated to crafting architectural marvels that seamlessly blend practicality and beauty. These homes exemplify a unique synthesis of Japanese principles with the warm hospitality and vibrancy of Indian culture.With a meticulous attention to detail, the developers strive to shape exclusive living spaces that exude sophistication and elegance. Built with cutting-edge design concepts and technology, every dwelling is thoughtfully designed to provide residents with ultimate comfort and convenience.In this landmark development by Krisumi Corporation, discerning homeowners will be able to experience the epitome of fine living amidst an enchanting blend of Japanese precision and Indian charm."
423388,https://www.squareyards.com/gurgaon-residential-property/puri-diplomatic-residences/245971/project,Puri Diplomatic Residences,Single phase,Puri,"Sector 111, Gurgaon",Rs4.23 Cr - 7.30 Cr,N/A,"3, 4 BHK Flats",Ask for Details,2282 Sq. Ft to 3475 Sq. Ft (Saleable),5.41 Acres,Ask for Details,660/2017/307,692 units,"Easily accessible near Old Delhi Gurgaon Road and Dwarka Expressway.,Strategically located for seamless connectivity to NH 8.,Affordable luxury apartments with RERA-approved status.,Unwind with top-notch amenities like gym, power backup, and 24x7 security.,Exclusive features like mini theatre, rainwater harvesting, and eco-friendly design.","3, 4 BHK",29,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Mini Theatre; Party Hall; Cards Room; Clubhouse; Indoor Games; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: False Ceiling; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Structure: RCC Frame Structure, Seismic Zone IV Compliant",24,0,2 Ratings,"₹ 17,861
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/puri-projects/90/builder,42 Years Experience,16,2,12,"Puri Constructions is a major realty company that is synonymous with quality, aesthetic appeal and reliability. Founded in 1971, the portfolio of Puri projects encompasses several residential and commercial projects in tandem with steel plants, luxury hotels, dams and state owned institutions. It is known for its focus on markets like Faridabad and Gurgaon in addition to its skilled team of professionals specializing in every department. A recipient of the coveted ISO 9001: 2000 certification, the company is also a patron member of NAREDCO. Timely project delivery is a major USP along with adherence to top notch quality standards. Core values include customer centricity, aesthetic elegance, design excellence, functional layouts, premium amenities, transparency in all business dealings, integrity, etc. Goodwill and long lasting customers relationships are taken very seriously here as well. Major offerings include Palm Springs, VIP Floors, Pranayam etc. along with Punjabi By Nature which is a well known fine dining chain across Delhi-NCR and Bangalore."
423473,https://www.squareyards.com/gurgaon-residential-property/anant-raj-the-estate-residences/244338/project,Anant Raj The Estate Residences,Single phase,Anant Raj,"Sector 63A, Gurgaon",Rs8.16 Cr - 10.52 Cr,"Rs22,000 Per Sq. Ft",4 BHK Flats,Ask for Details,3710 Sq. Ft to 4781 Sq. Ft (Saleable),5.5 Acres,Ask for Details,660/2017/307,248 units,"Experience luxurious living near Golf Course Extension Road, Gurgaon.,Enjoy modern amenities like power backup and gymnasium at The Estate Residences.,Explore spacious 4 BHK apartments with areas ranging from 3710 to 4781 Sq. Ft.,Get perfectly secured living with master bedroom walls finished with oil bound distemper.,Invest in a strategic location with proximity to Sohna Gurgaon Road and Sector 63A.,Discover a haven of comfort at The Estate Residences, perfect for a luxurious and tranquil living.",4 BHK,22,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Party Hall; Indoor Games; Luxurious Clubhouse; Senior Citizen Area; Large Green Area; IGBC Certified Building; Power Backup; Treated Water Supply; Pet Area; Guest House; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure, Seismic Zone V Compliant",16,2,N/A,"₹ 13,526
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/anant-raj-projects/13/builder,50 Years Experience,14,1,10,"Anant Raj Group is a leading real estate company that is based in Delhi-NCR. Anant Raj Group possesses 46 years of experience in realty and infrastructure development and was founded in the year 1969. The company has its head office at Connaught Place, New Delhi, and has another office in city’s Jhandewalan. It also has offices in Haryana. The portfolio of property by Anant Raj Group encompasses residential projects, hotels, IT Parks, shopping malls, commercial complexes, service-cum-residential apartments and infrastructural projects. The Group has also forayed into Special Economic Zones (SEZs) and has an impeccable track record in the industry. Innovation, quality and integrity are hallmarks of the Group and it aims at tapping into realty growth in the Delhi-National Capital Region by growing its land bank and adhering to the quality standards. The Group also builds educational institutions, healthcare centres and hospitals and is looking at foraying into amusement, recreational and leisure infrastructure. The Group has several foreign investors, including the Government of Singapore Investment Corporation. The Group has also entered into a tie-up with Reliance ADAG for infrastructure and hospitality projects. Morgan Stanley and the George Soros Group have also invested in the Group."
424568,https://www.squareyards.com/gurgaon-residential-property/jms-premier-floors/306414/project,JMS Premier Floors,Single phase,JMS Group,"Sector 95, Gurgaon",Rs1.09 Cr - 1.37 Cr,N/A,"2, 3 BHK Ind Floor",Ask for Details,1340 Sq. Ft to 1745 Sq. Ft (Saleable),0.23 Acres,Ask for Details,660/2017/307,92 units,"Strategic connectivity to Dwarka Expressway and Pataudi Road.,Luxurious amenities like power backup facility.,Affordable and spacious floor options with varying sizes.,Premium specification include acrylic emulsion walls.,Laminated wooden flooring in master bedroom, a class apart.","2, 3 BHK",26,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Hall; Clubhouse; Amphitheater; Indoor Games; Senior Citizen Area; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",10,2,N/A,"₹ 7,388
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/jms-group-projects/11470/builder,N/A,10,5,5,N/A
