XID,Unit Type,Unit Size,Area Type,Price,Possession Date
₹27.8K EMI",Ready to Move
r407822,1,BHK Flat 415 sq.ft,Area Not Available,"₹ 1.70 Cr
₹1.48 lakh EMI",Ready to Move
r351747,Residential,Plot undefined sq.ft,Area Not Available,Call for Price,
r351747,Residential,Plot undefined sq.yrd,Area Not Available,Call for Price,
r178353,3,BHK Flat 1100 sq.ft,Area Not Available,"₹ 1.35 Cr
₹1.17 lakh EMI",Ready to Move
r143,3,BHK Flat 1935 sq.ft,Area Not Available,"₹ 2.35 Cr
₹2.04 lakh EMI",Ready to Move
r143,3,BHK Flat 1967 sq.ft,Area Not Available,"₹ 2.25 Cr
₹1.95 lakh EMI",Ready to Move
r143,3,BHK Flat 1935 sq.ft,Area Not Available,"₹ 2.45 Cr
₹2.13 lakh EMI",Ready to Move
r123101,2,BHK Flat 801 sq.ft,Area Not Available,"₹ 1.10 Cr
₹95.5K EMI",Ready to Move
r123101,3,BHK Flat 1225 sq.ft,Area Not Available,"₹ 1.70 Cr
₹1.48 lakh EMI",Ready to Move
r123101,2,BHK Flat 801 sq.ft,Area Not Available,"₹ 1.15 Cr
₹1 lakh EMI",Ready to Move
r482,Residential,Plot undefined sq.yrd,Area Not Available,Call for Price,
r64604,3,BHK Flat 1738 sq.ft,Area Not Available,"₹ 2.35 Cr
₹2.04 lakh EMI",Ready to Move
r64604,3,BHK Penthouse 2850 sq.ft,Area Not Available,"₹ 2.95 Cr
₹2.56 lakh EMI",Ready to Move
r64604,2,BHK Flat 1325 sq.ft,Area Not Available,"₹ 1.50 Cr
₹1.3 lakh EMI",Ready to Move
r340175,2,BHK Flat 858 sq.ft,Area Not Available,"₹ 1.29 Cr
₹1.12 lakh EMI",Ready to Move
r340175,2,BHK Builder Floor 1244 sq.ft,Area Not Available,"₹ 1.35 Cr
₹1.17 lakh EMI",Ready to Move
r340175,3,BHK Flat 1400 sq.ft,Area Not Available,"₹ 1.75 Cr
₹1.52 lakh EMI",Ready to Move
r9040,2,BHK Flat 844 sq.ft,Area Not Available,"₹ 3.15 Cr
₹2.73 lakh EMI",Ready to Move
r9040,2,BHK Flat 831 sq.ft,Area Not Available,"₹ 3.30 Cr
₹2.86 lakh EMI",Ready to Move
r9040,2,BHK Flat 844 sq.ft,Area Not Available,"₹ 3.20 Cr
₹2.78 lakh EMI",Ready to Move
r370012,2,BHK Flat 562 sq.ft,Area Not Available,Call for Price,Ready to Move
r1226,2,BHK Flat 600 sq.ft,Area Not Available,"₹ 62 Lac
₹53.8K EMI",Ready to Move
r59602,4,BHK Flat 2500 sq.ft,Area Not Available,"₹ 2.75 Cr
₹2.39 lakh EMI",Ready to Move
r313057,Studio,Apartment 746 sq.ft,Area Not Available,Call for Price,Ready to Move
r294921,1,BHK Flat 534 sq.ft,Area Not Available,Call for Price,Under Construction
r294921,1,BHK Flat 745 sq.ft,Area Not Available,Call for Price,Under Construction
r294921,1,BHK Flat 650 sq.ft,Area Not Available,Call for Price,Ready to Move
r818,3,BHK Residential House 1200 sq.ft,Area Not Available,"₹ 3.15 Cr
₹2.73 lakh EMI",Ready to Move
r818,2,BHK Flat 900 sq.ft,Area Not Available,"₹ 3.40 Cr
₹2.95 lakh EMI",Ready to Move
r29202,3,BHK Flat 1725 sq.ft,Area Not Available,"₹ 2.65 Cr
₹2.3 lakh EMI",Ready to Move
r29202,4,BHK Flat 1900 sq.ft,Area Not Available,"₹ 3.25 Cr
₹2.82 lakh EMI",Ready to Move
r29202,4,BHK Flat 2250 sq.ft,Area Not Available,"₹ 3.05 Cr
₹2.65 lakh EMI",Ready to Move
r278361,3,BHK Flat 1268 sq.ft,Area Not Available,"₹ 3.30 Cr
₹2.86 lakh EMI",Under Construction
r278361,3,BHK Flat 1500 sq.ft,Area Not Available,"₹ 3.40 Cr
₹2.95 lakh EMI",Ready to Move
r278361,3,BHK Flat 1817 sq.ft,Area Not Available,"₹ 3.60 Cr
₹3.12 lakh EMI",Ready to Move
r417997,2,BHK Flat 461 sq.ft,Area Not Available,"₹ 95 Lac
₹82.4K EMI",Ready to Move
r417997,3,BHK Flat 972 sq.ft,Area Not Available,"₹ 1.75 Cr
₹1.52 lakh EMI",Ready to Move
r222653,Flat,Size Not Available,Area Not Available,Call for Price,
r222653,2,BHK Flat 568 sq.ft,Area Not Available,"₹ 60 Lac
₹52.1K EMI",Ready to Move
r222653,2,BHK Flat 568 sq.ft,Area Not Available,"₹ 55 Lac
₹47.7K EMI",Ready to Move
r333965,2,BHK Flat 858 sq.ft,Area Not Available,"₹ 19,999",Immediately
r333965,2,BHK Flat 858 sq.ft,Area Not Available,"₹ 25,000",Immediately
r333965,3,BHK Flat 1625 sq.ft,Area Not Available,"₹ 33,000",Possession Not Available
r912,3,BHK Flat 1515 sq.ft,Area Not Available,"₹ 8 Cr
₹6.94 lakh EMI",Ready to Move
r912,4,BHK Flat 2100 sq.ft,Area Not Available,"₹ 12 Cr
₹10.41 lakh EMI",Ready to Move
r912,3,BHK Flat 1586 sq.ft,Area Not Available,"₹ 8.50 Cr
₹7.38 lakh EMI",Ready to Move
r43030,2,BHK Flat 950 sq.ft,Area Not Available,Call for Price,Ready to Move
r43030,3,BHK Flat 1300 sq.ft,Area Not Available,Call for Price,Ready to Move
r28784,3,BHK Flat 1600 sq.ft,Area Not Available,"₹ 2.28 Cr
₹1.98 lakh EMI",Ready to Move
r28784,3,BHK Flat 1500 sq.ft,Area Not Available,"₹ 2.24 Cr
₹1.94 lakh EMI",Ready to Move
r72931,2,BHK Flat 950 sq.ft,Area Not Available,"₹ 71.3 Lac
₹61.8K EMI",Ready to Move
r72931,2,BHK Flat 458 sq.ft,Area Not Available,"₹ 65.6 Lac
₹56.9K EMI",Ready to Move
r72931,2,BHK Flat 1240 sq.ft,Area Not Available,"₹ 1.02 Cr
₹89.3K EMI",Ready to Move
r26954,1,BHK Flat 480 sq.ft,Area Not Available,"₹ 1.60 Cr
₹1.39 lakh EMI",Ready to Move
r26954,3,BHK Flat 1672 sq.ft,Area Not Available,"₹ 5.60 Cr
₹4.86 lakh EMI",Ready to Move
r26954,3,BHK Flat 1425 sq.ft,Area Not Available,"₹ 6.25 Cr
₹5.42 lakh EMI",Ready to Move
r355796,3,BHK Flat 1120 sq.ft,Area Not Available,"₹ 63 Lac
₹54.7K EMI",Ready to Move
r5858,3,BHK Flat 1705 sq.ft,Area Not Available,"₹ 2.07 Cr
₹1.8 lakh EMI",Ready to Move
r5858,2,BHK Flat 1008 sq.ft,Area Not Available,"₹ 1.25 Cr
₹1.09 lakh EMI",Ready to Move
r5858,2,BHK Builder Floor 1304 sq.ft,Area Not Available,"₹ 1.50 Cr
₹1.3 lakh EMI",Ready to Move
r415396,2,BHK Flat 957 sq.ft,Area Not Available,Call for Price,Under Construction
r28456,3,BHK Flat 1735 sq.ft,Area Not Available,₹ 1.78 Cr,10 to 15 years
r28456,3,BHK Flat 1700 sq.ft,Area Not Available,₹ 1.89 Cr,10 to 15 years
r28456,4,BHK Flat 1800 sq.ft,Area Not Available,₹ 2.0 Cr,15 to 20 years
r17832,2,BHK Flat 770 sq.ft,Area Not Available,"₹ 1.40 Cr
₹1.22 lakh EMI",Ready to Move
r341875,Residential,Plot,Area Not Available,₹ 30.0 Lac,
r341875,Residential,Plot,Area Not Available,₹ 33.8 Lac,
r341875,Residential,Plot,Area Not Available,₹ 97.3 Lac,
r329797,2,BHK Flat 687 sq.ft,Area Not Available,"₹ 2.25 Cr
₹1.95 lakh EMI",Ready to Move
r329797,3,BHK Flat 941 sq.ft,Area Not Available,"₹ 3.11 Cr
₹2.7 lakh EMI",Ready to Move
r329797,1,BHK Flat 395 sq.ft,Area Not Available,"₹ 1.30 Cr
₹1.13 lakh EMI",Ready to Move
r311053,1,BHK Flat 501 sq.ft,Area Not Available,"₹ 2.65 Cr
₹2.3 lakh EMI",Ready to Move
r311053,1,BHK Flat 362 sq.ft,Area Not Available,"₹ 2.70 Cr
₹2.34 lakh EMI",Ready to Move
r311053,2,BHK Flat 760 sq.ft,Area Not Available,"₹ 4.75 Cr
₹4.12 lakh EMI",Ready to Move
r23812,2,BHK Flat 1025 sq.ft,Area Not Available,"₹ 46,000",10 to 15 years
r12812,3,BHK Flat 1610 sq.ft,Area Not Available,"₹ 2.35 Cr
₹2.04 lakh EMI",Ready to Move
r12812,2,BHK Flat 1100 sq.ft,Area Not Available,"₹ 1.56 Cr
₹1.35 lakh EMI",Ready to Move
r12812,3,BHK Flat 1400 sq.ft,Area Not Available,"₹ 2.70 Cr
₹2.34 lakh EMI",Ready to Move
r54102,2 BHK,1081 sq.ft,Super Area,1.05 Cr,Possession by Jul'22
r54102,2 BHK,1282 sq.ft,Super Area,1.05 Cr,Possession by Jul'22
r19776,2,BHK Flat 900 sq.ft,Area Not Available,"₹ 8.50 Cr
₹7.38 lakh EMI",Ready to Move
r19776,3,BHK Flat 1610 sq.ft,Area Not Available,"₹ 14.25 Cr
₹12.37 lakh EMI",Ready to Move
r19776,3,BHK Flat 1188 sq.ft,Area Not Available,"₹ 18.50 Cr
₹16.06 lakh EMI",Ready to Move
r26526,4,BHK Flat 1950 sq.ft,Area Not Available,"₹ 2.15 Cr
₹1.87 lakh EMI",Ready to Move
r26526,Commercial,Shop 180 sq.ft,Area Not Available,"₹ 42 Lac
₹36.4K EMI",Ready to Move
r26526,4,BHK Flat 1800 sq.ft,Area Not Available,"₹ 2.35 Cr
₹2.04 lakh EMI",Ready to Move
r28526,2,BHK Flat 1250 sq.ft,Area Not Available,"₹ 1.98 Cr
₹1.72 lakh EMI",Ready to Move
r28526,3,BHK Flat 1400 sq.ft,Area Not Available,"₹ 2.15 Cr
₹1.87 lakh EMI",Ready to Move
r28526,3,BHK Flat 1700 sq.ft,Area Not Available,"₹ 2.55 Cr
₹2.21 lakh EMI",Ready to Move
r280589,2,BHK Flat 795 sq.ft,Area Not Available,"₹ 1.90 Cr
₹1.65 lakh EMI",Ready to Move
r280589,2,BHK Flat 820 sq.ft,Area Not Available,"₹ 2.10 Cr
₹1.82 lakh EMI",Ready to Move
r280589,1,BHK Flat 415 sq.ft,Area Not Available,"₹ 1.15 Cr
₹1 lakh EMI",Ready to Move
r428221,2,BHK Flat 686 sq.ft,Area Not Available,Call for Price,Under Construction
r428221,3,BHK Flat 1054 sq.ft,Area Not Available,Call for Price,Under Construction
r428221,3,BHK Flat 1005 sq.ft,Area Not Available,Call for Price,Under Construction
r382816,3,BHK Flat 1160 sq.ft,Area Not Available,Call for Price,Under Construction
r382816,3,BHK Villa 2239 sq.ft,Area Not Available,Call for Price,Under Construction
r382816,3,BHK Villa 2535 sq.ft,Area Not Available,Call for Price,Under Construction
r14508,2,BHK Flat 1150 sq.ft,Area Not Available,₹ 1.48 Cr,Less than 5 years
r14508,3,BHK Flat 1550 sq.ft,Area Not Available,₹ 2.10 Cr,5 to 10 years
r14508,2,BHK Flat 1150 sq.ft,Area Not Available,₹ 1.50 Cr,5 to 10 years
r288945,3,BHK Flat 2741 sq.ft,Area Not Available,"₹ 2.19 Cr
₹1.9 lakh EMI",Ready to Move
r288945,4,BHK Flat 5935 sq.ft,Area Not Available,"₹ 4.74 Cr
₹4.12 lakh EMI",Ready to Move
r288945,4,BHK Flat 4239 sq.ft,Area Not Available,"₹ 3.39 Cr
₹2.94 lakh EMI",Ready to Move
r372421,Residential,Plot,Area Not Available,Call for Price,
r58750,3,BHK Flat 1699 sq.ft,Area Not Available,"₹ 2.67 Cr
₹2.32 lakh EMI",Ready to Move
r58750,3,BHK Flat 1500 sq.ft,Area Not Available,"₹ 2.90 Cr
₹2.52 lakh EMI",Ready to Move
r58750,4,BHK Flat 1900 sq.ft,Area Not Available,"₹ 2.70 Cr
₹2.34 lakh EMI",Ready to Move
r12676,3,BHK Flat 1600 sq.ft,Area Not Available,"₹ 2.92 Cr
₹2.53 lakh EMI",Ready to Move
r12676,3,BHK Flat 1500 sq.ft,Area Not Available,"₹ 2.70 Cr
₹2.34 lakh EMI",Ready to Move
r12676,4,BHK Flat 1900 sq.ft,Area Not Available,"₹ 3.15 Cr
₹2.73 lakh EMI",Ready to Move
r29216,3,BHK Flat 1460 sq.ft,Area Not Available,"₹ 1.25 Cr
₹1.09 lakh EMI",Ready to Move
r29216,3,BHK Flat 1460 sq.ft,Area Not Available,"₹ 1.30 Cr
₹1.13 lakh EMI",Ready to Move
r29216,3,BHK Flat 1460 sq.ft,Area Not Available,"₹ 1.60 Cr
₹1.39 lakh EMI",Ready to Move
r390423,3 BHK,1068 sq.ft,Super Area,1.18 Cr,Possession by Dec'28
r390423,3 BHK,1098 sq.ft,Super Area,1.21 Cr,Possession by Dec'28
r299713,3,BHK Residential House 4 marla,Area Not Available,Call for Price,
r399894,Commercial,Shop 364 sq.ft,Area Not Available,₹ 49.0 Lac,Less than 5 years
r399894,2,BHK Flat,Area Not Available,₹ 49.0 Lac,5 to 10 years
r234122,2,BHK Flat 1026 sq.ft,Area Not Available,"₹ 51.3 Lac
₹44.5K EMI",Ready to Move
r234122,3,BHK Flat 1255 sq.ft,Area Not Available,"₹ 88.8 Lac
₹77.0K EMI",Ready to Move
r234122,3,BHK Flat 1000 sq.ft,Area Not Available,"₹ 85 Lac
₹73.8K EMI",Ready to Move
r3620,1,BHK Residential House 440 sq.ft,Area Not Available,"₹ 58 Lac
₹50.3K EMI",Ready to Move
r5046,2,BHK Flat 1225 sq.ft,Area Not Available,"₹ 92 Lac
₹79.8K EMI",Ready to Move
r5046,2,BHK Flat 1055 sq.ft,Area Not Available,"₹ 78 Lac
₹67.7K EMI",Ready to Move
r5046,2,BHK Flat 980 sq.ft,Area Not Available,"₹ 90 Lac
₹78.1K EMI",Ready to Move
r317033,3,BHK Villa 1600 sq.ft,Area Not Available,Call for Price,Ready to Move
r693,4,BHK Flat 1975 sq.ft,Area Not Available,"₹ 3.50 Cr
₹3.04 lakh EMI",Ready to Move
r693,3,BHK Flat 1500 sq.ft,Area Not Available,"₹ 2.70 Cr
₹2.34 lakh EMI",Ready to Move
r693,3,BHK Flat 1800 sq.ft,Area Not Available,"₹ 3.20 Cr
₹2.78 lakh EMI",Ready to Move
r50,4,BHK Flat 2023 sq.ft,Area Not Available,"₹ 95 Lac
₹82.4K EMI",Ready to Move
r50,3,BHK Flat 1400 sq.ft,Area Not Available,"₹ 95 Lac
₹82.4K EMI",Ready to Move
r50,2,BHK Flat 1567 sq.ft,Area Not Available,"₹ 52.5 Lac
₹45.6K EMI",Ready to Move
r27418,3,BHK Flat 1500 sq.ft,Area Not Available,"₹ 2.32 Cr
₹2.01 lakh EMI",Ready to Move
r27418,3,BHK Flat 1699 sq.ft,Area Not Available,"₹ 2.35 Cr
₹2.04 lakh EMI",Ready to Move
r27418,3,BHK Flat 1699 sq.ft,Area Not Available,"₹ 2.42 Cr
₹2.1 lakh EMI",Ready to Move
r261562,2 BHK,805 sq.ft,Super Area,58.8 Lac,Possession by Jun'22
r261562,2 BHK,973 sq.ft,Super Area,71.1 Lac,Possession by Jun'22
r28078,3,BHK Flat 1659 sq.ft,Area Not Available,"₹ 18,000",Less than 5 years
r28078,1,BHK Flat 720 sq.ft,Area Not Available,"₹ 6,500",Less than 5 years
r435530,3,BHK Flat 3600 sq.ft,Area Not Available,"₹ 3.70 Cr
₹3.21 lakh EMI",Ready to Move
r435530,4,BHK Flat 3672 sq.ft,Area Not Available,"₹ 3.75 Cr
₹3.25 lakh EMI",Ready to Move
r435530,3,BHK Flat 1522 sq.ft,Area Not Available,"₹ 3 Cr
₹2.6 lakh EMI",Ready to Move
r83363,2,BHK Flat 998 sq.ft,Area Not Available,"₹ 1 Cr
₹86.8K EMI",Ready to Move
r83363,3,BHK Flat 760 sq.ft,Area Not Available,"₹ 1.25 Cr
₹1.09 lakh EMI",Ready to Move
r19880,1,BHK Flat 263 sq.ft,Area Not Available,"₹ 75 Lac
₹65.1K EMI",Ready to Move
r19880,1,BHK Flat 425 sq.ft,Area Not Available,"₹ 86 Lac
₹74.6K EMI",Ready to Move
r19880,2,BHK Flat 1080 sq.ft,Area Not Available,"₹ 2.15 Cr
₹1.87 lakh EMI",Ready to Move
r430459,1,BHK Flat 421 sq.ft,Area Not Available,"₹ 51 Lac
₹44.3K EMI",Ready to Move
r270755,3,BHK Villa 2040 sq.ft,Area Not Available,"₹ 2.68 Cr
₹2.33 lakh EMI",Ready to Move
r270755,Commercial,Shop 300 sq.ft,Area Not Available,"₹ 85 Lac
₹73.8K EMI",Ready to Move
r270755,2,BHK Flat 696 sq.ft,Area Not Available,"₹ 75 Lac
₹65.1K EMI",Ready to Move
r61899,2,BHK Flat 568 sq.ft,Area Not Available,"₹ 40 Lac
₹34.7K EMI",Ready to Move
r61899,2,BHK Flat 580 sq.ft,Area Not Available,"₹ 37 Lac
₹32.1K EMI",Ready to Move
r61899,2,BHK Flat 565 sq.ft,Area Not Available,"₹ 35 Lac
₹30.4K EMI",Ready to Move
r292765,1,BHK Flat 675 sq.ft,Area Not Available,₹ 70.0 Lac,New Construction
r292765,2,BHK Flat 980 sq.ft,Area Not Available,₹ 95.0 Lac,New Construction
r1012,2,BHK Flat 950 sq.ft,Area Not Available,"₹ 1.10 Cr
₹95.5K EMI",Ready to Move
r1012,3,BHK Flat 1150 sq.ft,Area Not Available,"₹ 1.35 Cr
₹1.17 lakh EMI",Ready to Move
r1012,3,BHK Flat 1360 sq.ft,Area Not Available,"₹ 1.45 Cr
₹1.26 lakh EMI",Ready to Move
r28284,4,BHK Flat 2450 sq.ft,Area Not Available,"₹ 3.69 Cr
₹3.2 lakh EMI",Ready to Move
r28284,4,BHK Flat 2000 sq.ft,Area Not Available,"₹ 3.70 Cr
₹3.21 lakh EMI",Ready to Move
r28284,4,BHK Flat 1800 sq.ft,Area Not Available,"₹ 3.70 Cr
₹3.21 lakh EMI",Ready to Move
r411,3,BHK Flat 1460 sq.ft,Area Not Available,"₹ 2 Cr
₹1.74 lakh EMI",Ready to Move
r411,2,BHK Flat 1600 sq.ft,Area Not Available,"₹ 2 Cr
₹1.74 lakh EMI",Ready to Move
r411,3,BHK Flat 2365 sq.ft,Area Not Available,"₹ 2.80 Cr
₹2.43 lakh EMI",Ready to Move
r206737,4,BHK Villa 5500 sq.ft,Area Not Available,"₹ 21 Cr
₹18.22 lakh EMI",Ready to Move
r206737,4,BHK Villa 5000 sq.ft,Area Not Available,"₹ 10 Cr
₹8.68 lakh EMI",Ready to Move
r206737,4,BHK Villa 4400 sq.ft,Area Not Available,"₹ 22 Cr
₹19.09 lakh EMI",Ready to Move
r415333,3,BHK Flat 1032 sq.ft,Area Not Available,Call for Price,Under Construction
r29118,2,BHK Flat 1200 sq.ft,Area Not Available,"₹ 1.76 Cr
₹1.53 lakh EMI",Ready to Move
r29118,3,BHK Flat 1550 sq.ft,Area Not Available,"₹ 2.29 Cr
₹1.99 lakh EMI",Ready to Move
r29118,3,BHK Flat 1400 sq.ft,Area Not Available,"₹ 2.40 Cr
₹2.08 lakh EMI",Ready to Move
r30910,4,BHK Villa 2500 sq.ft,Area Not Available,"₹ 3.55 Cr
₹3.08 lakh EMI",Ready to Move
r30910,4,BHK Villa 2925 sq.ft,Area Not Available,"₹ 3.25 Cr
₹2.82 lakh EMI",Ready to Move
r30910,4,BHK Villa 2840 sq.ft,Area Not Available,"₹ 3.50 Cr
₹3.04 lakh EMI",Ready to Move
r64350,3,BHK Flat 1505 sq.ft,Area Not Available,"₹ 51 Lac
₹44.3K EMI",Ready to Move
r64350,2,BHK Flat 753 sq.ft,Area Not Available,"₹ 37.5 Lac
₹32.5K EMI",Ready to Move
r64350,2,BHK Flat 1201 sq.ft,Area Not Available,"₹ 36 Lac
₹31.2K EMI",Ready to Move
r336635,3,BHK Flat 830 sq.ft,Area Not Available,"₹ 2.10 Cr
₹1.82 lakh EMI",Ready to Move
r336635,2,BHK Flat 780 sq.ft,Area Not Available,"₹ 2 Cr
₹1.74 lakh EMI",Ready to Move
r336635,3,BHK Flat 1342 sq.ft,Area Not Available,"₹ 2.10 Cr
₹1.82 lakh EMI",Ready to Move
r18722,2,BHK Flat 550 sq.ft,Area Not Available,"₹ 15,000",Immediately
r373737,1,BHK Flat 550 sq.ft,Area Not Available,"₹ 55 Lac
₹47.7K EMI",Ready to Move
r373737,1,BHK Flat 552 sq.ft,Area Not Available,"₹ 48 Lac
₹41.7K EMI",Ready to Move
r373737,2,BHK Flat 715 sq.ft,Area Not Available,"₹ 75 Lac
₹65.1K EMI",Ready to Move
r18882,2,BHK Flat 2500 sq.ft,Area Not Available,"₹ 5.50 Cr
₹4.77 lakh EMI",Ready to Move
r50740,2,BHK Flat 150 sq.ft,Area Not Available,"₹ 65 Lac
₹56.4K EMI",Ready to Move
r12450,2,BHK Flat 1100 sq.ft,Area Not Available,"₹ 1.60 Cr
₹1.39 lakh EMI",Ready to Move
r12450,2,BHK Flat 1100 sq.ft,Area Not Available,"₹ 1.48 Cr
₹1.28 lakh EMI",Ready to Move
r12450,3,BHK Flat 1850 sq.ft,Area Not Available,"₹ 1.75 Cr
₹1.52 lakh EMI",Ready to Move
r114861,3,BHK Flat 1185 sq.ft,Area Not Available,"₹ 3.30 Cr
₹2.86 lakh EMI",Ready to Move
r24924,4,BHK Residential House 3900 sq.ft,Area Not Available,"₹ 3.39 Cr
₹2.95 lakh EMI",Under Construction
r24924,3,BHK Residential House 2800 sq.ft,Area Not Available,"₹ 2.43 Cr
₹2.11 lakh EMI",Under Construction
r24924,4,BHK Flat 2800 sq.ft,Area Not Available,"₹ 2.98 Cr
₹2.59 lakh EMI",Under Construction
r29506,3,BHK Flat 1550 sq.ft,Area Not Available,"₹ 2.58 Cr
₹2.24 lakh EMI",Ready to Move
r29506,3,BHK Flat 1410 sq.ft,Area Not Available,"₹ 2.08 Cr
₹1.81 lakh EMI",Ready to Move
r29506,3,BHK Flat 1650 sq.ft,Area Not Available,"₹ 2.58 Cr
₹2.24 lakh EMI",Ready to Move
r26198,3,BHK Flat 1699 sq.ft,Area Not Available,"₹ 2.49 Cr
₹2.16 lakh EMI",Ready to Move
r26198,2,BHK Flat 1050 sq.ft,Area Not Available,"₹ 1.75 Cr
₹1.52 lakh EMI",Ready to Move
r26198,2,BHK Flat 1100 sq.ft,Area Not Available,"₹ 1.80 Cr
₹1.56 lakh EMI",Ready to Move
r380736,Residential,Plot undefined sq.ft,Area Not Available,Call for Price,
r380736,4,BHK Villa 2600 sq.ft,Area Not Available,Call for Price,Ready to Move
r380736,Residential,Plot undefined sq.m,Area Not Available,Call for Price,
r270597,2,BHK Flat 581 sq.ft,Area Not Available,"₹ 44 Lac
₹38.2K EMI",Ready to Move
r270597,2,BHK Flat 850 sq.ft,Area Not Available,"₹ 66 Lac
₹57.3K EMI",Ready to Move
r270597,2,BHK Flat 744 sq.ft,Area Not Available,Call for Price,Ready to Move
r387974,5,BHK Flat 2210 sq.ft,Area Not Available,Call for Price,Ready to Move
r27118,3,BHK Flat 1450 sq.ft,Area Not Available,₹ 1.45 Cr,Above 20 years
r27118,3,BHK Flat 1340 sq.ft,Area Not Available,₹ 1.30 Cr,15 to 20 years
r27118,3,BHK Flat 1450 sq.ft,Area Not Available,₹ 1.03 Cr,10 to 15 years
r10432,2,BHK Flat 526 sq.ft,Area Not Available,"₹ 90 Lac
₹78.1K EMI",Ready to Move
r10432,2,BHK Flat 470 sq.ft,Area Not Available,"₹ 95 Lac
₹82.4K EMI",Ready to Move
r10432,Flat,Size Not Available,Area Not Available,Call for Price,
r11716,3,BHK Flat 1500 sq.ft,Area Not Available,₹ 75.0 Lac,Less than 5 years
r11716,2,BHK Flat 795 sq.ft,Area Not Available,₹ 45.0 Lac,5 to 10 years
r224799,Residential,Plot undefined sq.yrd,Area Not Available,"₹ 1.30 Cr
₹1.13 lakh EMI",
r146623,Commercial,Shop 285 sq.ft,Area Not Available,Call for Price,Ready to Move
r146623,4,BHK Villa 2500 sq.ft,Area Not Available,"₹ 68 Lac
₹59.0K EMI",Ready to Move
r146623,5,BHK Villa 162 sq.yrd,Area Not Available,"₹ 1.35 Cr
₹1.17 lakh EMI",Ready to Move
r20548,3 BHK,1390 sq.ft,Super Area,4.88 Cr,Possession by Jan'00
r20548,2 BHK,1050 sq.ft,Super Area,3.20 Cr,Possession by Jan'00
r20548,2 BHK,1100 sq.ft,Super Area,3.30 Cr,Possession by Jan'00
r28524,3,BHK Flat 1550 sq.ft,Area Not Available,"₹ 2.49 Cr
₹2.16 lakh EMI",Ready to Move
r28524,3,BHK Flat 1400 sq.ft,Area Not Available,"₹ 2.40 Cr
₹2.08 lakh EMI",Ready to Move
r28524,3,BHK Flat 1600 sq.ft,Area Not Available,"₹ 2.50 Cr
₹2.17 lakh EMI",Ready to Move
r12156,2,BHK Flat 980 sq.ft,Area Not Available,"₹ 1.60 Cr
₹1.39 lakh EMI",Ready to Move
r12156,3,BHK Flat 1355 sq.ft,Area Not Available,"₹ 2.18 Cr
₹1.89 lakh EMI",Ready to Move
r12156,1,BHK Flat,Area Not Available,"₹ 97 Lac
₹84.2K EMI",Ready to Move
r1296,2,BHK Flat 650 sq.ft,Area Not Available,"₹ 90 Lac
₹78.1K EMI",Ready to Move
r421075,2,BHK Flat 658 sq.ft,Area Not Available,Call for Price,Under Construction
r421075,2,BHK Flat 750 sq.ft,Area Not Available,Call for Price,Ready to Move
r421075,2,BHK Flat 740 sq.ft,Area Not Available,Call for Price,Ready to Move
r1139,2,BHK Flat 1610 sq.ft,Area Not Available,"₹ 1.60 Cr
₹1.39 lakh EMI",Ready to Move
r1139,3,BHK Flat 1756 sq.ft,Area Not Available,"₹ 2.15 Cr
₹1.87 lakh EMI",Ready to Move
r1139,3,BHK Flat 1918 sq.ft,Area Not Available,"₹ 1.86 Cr
₹1.61 lakh EMI",Ready to Move
r28536,2,BHK Flat 1299 sq.ft,Area Not Available,"₹ 92 Lac
₹79.8K EMI",Ready to Move
r28536,3,BHK Flat 1390 sq.ft,Area Not Available,"₹ 1.25 Cr
₹1.09 lakh EMI",Ready to Move
r28536,2,BHK Flat 1299 sq.ft,Area Not Available,"₹ 1 Cr
₹86.8K EMI",Ready to Move
r199843,2,BHK Flat 1204 sq.ft,Area Not Available,"₹ 1.30 Cr
₹1.13 lakh EMI",Ready to Move
r199843,2,BHK Builder Floor 1189 sq.ft,Area Not Available,"₹ 92.5 Lac
₹80.3K EMI",Ready to Move
r199843,3,BHK Builder Floor 1450 sq.ft,Area Not Available,"₹ 1.25 Cr
₹1.09 lakh EMI",Ready to Move
r324873,1,BHK Builder Floor 596 sq.ft,Area Not Available,"₹ 52 Lac
₹45.1K EMI",Ready to Move
r324873,2,BHK Flat 690 sq.ft,Area Not Available,"₹ 80 Lac
₹69.4K EMI",Ready to Move
r324873,1,BHK Flat 580 sq.ft,Area Not Available,"₹ 32 Lac
₹27.8K EMI",Ready to Move
r307977,3,BHK Flat 1235 sq.ft,Area Not Available,"₹ 2.20 Cr
₹1.91 lakh EMI",Ready to Move
r307977,3,BHK Flat 1050 sq.ft,Area Not Available,"₹ 1.92 Cr
₹1.67 lakh EMI",Ready to Move
r307977,3,BHK Flat 1765 sq.ft,Area Not Available,"₹ 2.40 Cr
₹2.08 lakh EMI",Ready to Move
r6598,2,BHK Flat 1317 sq.ft,Area Not Available,"₹ 1.55 Cr
₹1.35 lakh EMI",Ready to Move
r6598,2,BHK Flat 1317 sq.ft,Area Not Available,"₹ 1.61 Cr
₹1.4 lakh EMI",Ready to Move
r6598,2,BHK Flat 1317 sq.ft,Area Not Available,"₹ 1.50 Cr
₹1.3 lakh EMI",Ready to Move
r191639,2,BHK Flat 700 sq.ft,Area Not Available,"₹ 1.15 Cr
₹1 lakh EMI",Ready to Move
